,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l10.1_mu,pred_err_l10.1_std,pred_err_l10.2_mu,pred_err_l10.2_std,pred_err_l10.3_mu,pred_err_l10.3_std,pred_err_l10.4_mu,pred_err_l10.4_std,pred_err_l10.5_mu,pred_err_l10.5_std,pred_err_l10.6_mu,pred_err_l10.6_std,pred_err_l10.7_mu,pred_err_l10.7_std,pred_err_l10.8_mu,pred_err_l10.8_std,pred_err_l10.9_mu,pred_err_l10.9_std,pred_err_l20.1_mu,pred_err_l20.1_std,pred_err_l20.2_mu,pred_err_l20.2_std,pred_err_l20.3_mu,pred_err_l20.3_std,pred_err_l20.4_mu,pred_err_l20.4_std,pred_err_l20.5_mu,pred_err_l20.5_std,pred_err_l20.6_mu,pred_err_l20.6_std,pred_err_l20.7_mu,pred_err_l20.7_std,pred_err_l20.8_mu,pred_err_l20.8_std,pred_err_l20.9_mu,pred_err_l20.9_std,pw_pred_err0.1_mu,pw_pred_err0.1_std,pw_pred_err0.2_mu,pw_pred_err0.2_std,pw_pred_err0.3_mu,pw_pred_err0.3_std,pw_pred_err0.4_mu,pw_pred_err0.4_std,pw_pred_err0.5_mu,pw_pred_err0.5_std,pw_pred_err0.6_mu,pw_pred_err0.6_std,pw_pred_err0.7_mu,pw_pred_err0.7_std,pw_pred_err0.8_mu,pw_pred_err0.8_std,pw_pred_err0.9_mu,pw_pred_err0.9_std,pred_err_wd_mu,pred_err_wd_std,mahalanobis0.1_mu,mahalanobis0.1_std,mahalanobis0.2_mu,mahalanobis0.2_std,mahalanobis0.3_mu,mahalanobis0.3_std,mahalanobis0.4_mu,mahalanobis0.4_std,mahalanobis0.5_mu,mahalanobis0.5_std,mahalanobis0.6_mu,mahalanobis0.6_std,mahalanobis0.7_mu,mahalanobis0.7_std,mahalanobis0.8_mu,mahalanobis0.8_std,mahalanobis0.9_mu,mahalanobis0.9_std,kalmanw_pred_err0.1_mu,kalmanw_pred_err0.1_std,kalmanw_pred_err0.2_mu,kalmanw_pred_err0.2_std,kalmanw_pred_err0.3_mu,kalmanw_pred_err0.3_std,kalmanw_pred_err0.4_mu,kalmanw_pred_err0.4_std,kalmanw_pred_err0.5_mu,kalmanw_pred_err0.5_std,kalmanw_pred_err0.6_mu,kalmanw_pred_err0.6_std,kalmanw_pred_err0.7_mu,kalmanw_pred_err0.7_std,kalmanw_pred_err0.8_mu,kalmanw_pred_err0.8_std,kalmanw_pred_err0.9_mu,kalmanw_pred_err0.9_std
Abart,1.5318534702987667,48.68598636935476,48.38167069022561,1.4421286064140209,280.51,11.636575956869788,269.52,12.130523484170006,256.3,12.535150577476125,247.34,11.252750774810576,232.92,11.27269266856859,222.4,12.181132952233959,213.06,11.71820805413524,202.87,11.903491084551623,189.83,11.039977355049238,16.770519660737023,0.3459339660006852,16.413705572674715,0.3320683266241834,15.932262925726588,0.3646889983506924,15.696321466636869,0.3680929447770558,15.32657581429845,0.3688818354998852,14.965903423624582,0.3895314040510826,14.591692842879485,0.4387481955058827,14.150509317948874,0.4038391296568867,13.791277848296351,0.37504041260954224,4.182972413619385,0.09197251677392988,4.082773322195517,0.09199278594737206,4.00210265416008,0.09081681111568685,3.9072580698628574,0.0970076578514432,3.8221881631462304,0.09682243514857426,3.7538762555240144,0.09605365240267907,3.6389879148636135,0.0930545907282544,3.544346734932928,0.1045800191137439,3.433752189024326,0.10759148319997873,,,9.805723663934257,0.26017886094031356,9.607826136656886,0.2553109065298541,9.40473465808703,0.24178320754557542,9.157669344863761,0.2519259318947693,8.972918932578688,0.24783008377432741,8.736971087146754,0.2678108870099684,8.535549377015188,0.2986495243906038,8.311547117141396,0.2789346463053205,8.09402978456314,0.2456431089935312,10.755569227748817,0.2505074007871901,10.447324075810702,0.27642044254784226,10.277688408623444,0.20874766314897045,10.034664324745798,0.27902296498421325,9.82300799384288,0.2528599210068562,9.58839515318146,0.26697278560988097,9.346012686287358,0.26872970628002524,9.109721398543526,0.3054282978973603,8.852849725972595,0.30299807005828155
Abend,1.4863982908383158,47.680241886886385,48.53237103164807,1.2697555831380536,280.38,12.26603440399545,268.52,11.758809463546894,258.18,11.61152875378604,246.33,12.77267004192937,236.34,11.584662273886105,223.75,12.15596561364008,214.03,11.025837836645339,200.53,10.51328207554615,190.29,12.050141078012324,16.751729569433966,0.31552564483983464,16.414149984080694,0.36834806922767055,16.034522141797012,0.30675671829864126,15.663855145667624,0.3371082549299495,15.24540360029797,0.3710378202041179,14.882516147402711,0.3751174779952236,14.55132542762884,0.3727308670373766,14.242530896098112,0.3877030741311843,13.832317668056811,0.40864156661227113,4.188825890724779,0.08392572973759971,4.078143940361874,0.08274916320484052,3.99640891875925,0.09305474881402001,3.911197003002579,0.0955836517081454,3.8292790972965154,0.09428774495035586,3.7321712386543697,0.09305677007772477,3.6489334198909047,0.08082452703787434,3.541128142620617,0.09908069266833405,3.446182408061416,0.0943325377010963,,,9.808492381298725,0.26391792680344067,9.586000933393333,0.25709025898221516,9.387806685442142,0.2670904674484928,9.152707344363922,0.26121102890204806,8.936822187118532,0.2910113587637769,8.808952091879883,0.2401483225803889,8.491712636417875,0.3029642130675947,8.322428065046385,0.26072655460233246,8.134089562970367,0.2662639601222294,10.774910743213349,0.22923198804949454,10.518589436405835,0.28448734137126847,10.25233260045516,0.28002627023069826,10.059521650836862,0.2732296861796653,9.757178902707212,0.27114054949570143,9.574287282922507,0.27994576893105677,9.308343465703496,0.2650726629712312,9.059674471958441,0.2631832565527602,8.797248920963261,0.2678287354488574
Aboln,7.040917483343658,49.03684177396144,48.01988839689416,1.4605480022179866,278.93,13.98946389251568,270.29,11.784986211277465,256.02,10.726583799141272,245.02,12.299577228506678,235.8,11.693587986584784,223.98,10.890344347172867,212.43,11.524109510066276,199.9,10.29417310909429,190.75,11.562331079847178,16.792812835412086,0.3338219208185871,16.419375307485986,0.4051104934701142,16.037132958973515,0.3746551163476074,15.671855920744498,0.42770550548899466,15.328508830383225,0.4084324140704885,14.919393093580817,0.3894993186296723,14.64107382489333,0.3727697064186329,14.176130800732922,0.4210884948694148,13.786865472114119,0.4385663619424846,4.185186518737748,0.08813453598975271,4.084225539614703,0.09908021988017579,3.992792712714115,0.09146026779658968,3.914738491239575,0.09652744938393507,3.8211783463953277,0.08779296712890668,3.732661353038052,0.1000245554023467,3.627949863336716,0.09716162205964367,3.562900102891496,0.10229691463696405,3.4489202404261947,0.10178809827847217,,,9.808273271272544,0.2789238956026945,9.574513015130078,0.22631796159390077,9.362824767342627,0.250185158051123,9.20463311834774,0.282071297017653,8.960051512010805,0.2872821995072465,8.710848219004074,0.27519436370924844,8.563369080353503,0.24974413343477866,8.344212483246254,0.28749274664557306,8.11300913975632,0.28278985357885833,10.747934824495571,0.24535353000676996,10.52380089096475,0.262823452998081,10.23907554993554,0.2732831498854694,10.00778157888125,0.2645389034245199,9.822651102947894,0.273839097128354,9.58580122208212,0.28036935756506165,9.292491921240147,0.28595683687358103,9.13286299532856,0.28431674844812005,8.826246123895558,0.27799446825235935
Abtäs,4.2981557504026275,47.2024877594805,48.20131770031342,1.5142081107075742,280.12,11.589029294984115,266.97,11.947765481461376,255.44,12.03770742292734,245.72,12.441929110873442,236.23,12.160472852648455,223.49,10.846653861905983,213.93,10.789119519219351,199.91,10.648093726108913,191.73,10.065639572327235,16.76450111061301,0.37616819676192814,16.37212127288888,0.37900531107021507,16.07722250315128,0.33603062980340276,15.698503475352306,0.3701197567700314,15.240462454071725,0.3718927076860876,14.881415228529551,0.37878859023037276,14.538783806422234,0.4514038437082779,14.186138346956252,0.4043251179648111,13.815080176614128,0.4044251645525446,4.1683377953623895,0.09681681163066085,4.098006876245479,0.09077080860090778,3.984419088588144,0.09227295846544613,3.9126824879837003,0.0993242461144372,3.824762038364998,0.09124453602842808,3.727951670544138,0.09284914965057617,3.6496576145011175,0.10141217437886237,3.538791010844235,0.09392790106493781,3.4385110151692375,0.0967596711378982,,,9.79856248320236,0.28870203436904635,9.597111407666105,0.2811357867524061,9.386396009559796,0.22299682372576446,9.228467759289378,0.2633294027247256,8.958378320495733,0.2619388280984713,8.76556899749299,0.2499725242817303,8.514243515383159,0.25545351267470756,8.32099659888223,0.2993833528263979,8.088019782110099,0.25178654255012956,10.70526103225077,0.26618783391938344,10.504062137668912,0.2643098839870784,10.251526794903699,0.19914894248164772,10.08154808629498,0.24242728474796846,9.805853344858177,0.25181931685206105,9.584170825482317,0.2558565440045373,9.330502631262034,0.2698860632815987,9.081555192967363,0.2738915489587134,8.825399612296051,0.2555042868853284
Acker,7.845068486021727,49.254149302385116,48.483516760530456,1.4533663680476963,279.45,11.137661334409483,268.94,12.806107917708642,257.07,12.008542792528992,244.45,13.266028041580494,233.6,12.733420593069248,223.55,12.899127877496214,213.48,12.176600510815817,200.92,12.976655963691108,192.72,11.132007905135534,16.71551027111448,0.38950786419057903,16.43679789231874,0.3628705651693359,16.019164439444378,0.35548651456927605,15.619978331821958,0.3953187491285095,15.291911201550652,0.4663172781376063,14.948773778124641,0.4051697551065585,14.58302992486467,0.4064950313368116,14.253408126766807,0.38775865150617145,13.786293415625323,0.4100169000002986,4.184330508471246,0.08418592703345232,4.087815066118232,0.08375312072333801,4.01299013055632,0.08142910850123311,3.9047154956399535,0.09727833390507325,3.8271538015951494,0.08496959865201288,3.706524437760452,0.09722153714166382,3.646791839263607,0.09425589784947885,3.5376990167561457,0.09437064279143353,3.438673292743241,0.1094839555852524,,,9.760363084298712,0.2388729969741973,9.601720616687672,0.28718790515865933,9.452603338643167,0.25305684485717295,9.167848767000239,0.2498417137774835,8.913595067550315,0.27878512178375464,8.72983149911821,0.2858001985709367,8.579930477289976,0.2894820989936338,8.344026995606946,0.25309147977451724,8.125608849374927,0.2847444259038599,10.717492762996827,0.27280824990107483,10.502396713450448,0.26419251736994864,10.290599032004502,0.24260045565584365,9.982298182417518,0.2802998433930227,9.808969958370241,0.27901036077914626,9.555442097250467,0.2867493821730233,9.356488261731267,0.29479356741074125,9.045553555081241,0.27702321916091527,8.823029730242403,0.2823161064102081
Adern,-3.296776637407942,48.49997248616185,48.07971949850194,1.3282447859565751,280.24,11.48574769007225,268.31,11.874085227923876,257.67,10.57360392676026,247.69,12.486548762568463,232.12,11.918288467728912,222.61,12.314134155514143,211.09,11.232181444403398,201.67,12.523621680648136,191.0,9.99499874937461,16.769207149317403,0.35169814227843604,16.390558617543245,0.3599836175145608,16.085370426151897,0.37531087577883016,15.641857890461107,0.3772025114173538,15.269175578558858,0.4497523219970232,14.880858983665746,0.38734468920388304,14.575932874353505,0.36356683338944346,14.153931354276834,0.3823966767888146,13.845205141376702,0.4246111081874217,4.181144935467042,0.09485300170323534,4.080877768649184,0.08695311872571962,3.98753607493786,0.09419395671623036,3.906673677508625,0.09399242552163005,3.8223472812003245,0.09636896650474437,3.737067273594933,0.08212030281617037,3.632313298582622,0.10250145917164136,3.5370234394632085,0.09363560571352826,3.4332746497354316,0.09544923531108834,,,9.823947610612526,0.26713531202127616,9.643415104028266,0.24275802056016543,9.421534477029484,0.2881914902155343,9.173954085819435,0.29574481639559846,8.967892112741184,0.25860728646439773,8.787636665739917,0.2246568065555654,8.541199396740893,0.26054415727234276,8.350153066380939,0.2662171830202271,8.098178322278933,0.2842223540113944,10.728827785438476,0.2756967574996473,10.4765827200411,0.27790358609746857,10.273079041714375,0.22322864521323882,10.016526454204193,0.2670231573169941,9.84497001693537,0.2618385395653462,9.572077991840588,0.2643039599394818,9.3044946541595,0.27882582641990855,9.079712733390823,0.27995726975092394,8.78207928221692,0.27059841688942643
Adler,3.280456650757037,47.547121950253995,48.44845146474302,1.5480346039204764,278.67,12.190205084411009,270.21,11.80194475499695,255.93,12.004378367912267,244.85,10.952054601763086,235.27,10.96982679899733,224.13,11.54786127384634,212.82,11.544158696067894,198.31,12.421509570096543,190.57,9.16433849222081,16.721304556288203,0.37144842960414,16.390854464267708,0.31605368404031986,15.946722730521481,0.38991557531026105,15.832367611564854,0.32578491719578695,15.338469596554638,0.4258525984058155,14.938638309086825,0.4087608962259601,14.597808717596553,0.42892964978199116,14.235360123930509,0.42956040554166774,13.880727220350579,0.41882196004808764,4.186229583532005,0.0924477689736753,4.078251663501063,0.08245380112764011,3.9950674185509936,0.10017111938712234,3.894111857574355,0.08918712072036161,3.822204872477924,0.10883598456977832,3.7173571551679037,0.09269266256800891,3.6424010840350682,0.09256768191712676,3.5408176970774226,0.10473383747638183,3.4232623818610826,0.10607233285063292,,,9.834138080997818,0.24569345443249999,9.651118962604059,0.26043563244696155,9.362545614294516,0.2717999238397037,9.123230580345705,0.3136172264775296,9.035151885515639,0.24503679290756056,8.779143179557787,0.2762237162346287,8.56106576837159,0.277354643633186,8.330788578544414,0.248031925864361,8.076512302305769,0.27583883858877467,10.71497450365981,0.2571673725722071,10.490537958077152,0.2410578493353438,10.22374109132609,0.26420871496981563,10.025933833259664,0.24903108155260484,9.80806409589792,0.261216547843483,9.537173403351812,0.2623200927640106,9.324145784544077,0.23690532164695358,9.023752140613544,0.32889776876175936,8.773138655072174,0.3022151123978082
Adria,10.863544183026557,45.22377387405762,48.463333211713405,1.2685542080950714,280.97,12.005377961563726,269.01,12.467954924525513,257.51,11.969540509142362,246.94,13.539438688512904,232.71,11.180603740406868,222.27,11.847240184954469,211.73,12.171980118288067,200.56,12.073375667144628,189.91,11.49790850546307,16.723185618694348,0.3536421393081242,16.384316059992756,0.3068994074014439,15.990969087070711,0.33001160032493104,15.647147671803047,0.3831053860082781,15.333399182303646,0.4205585763360816,14.967348443533746,0.34421006645356983,14.54588107689171,0.37059910540051805,14.150502619455787,0.39150429981652457,13.890107217906106,0.36731658698270386,4.1724175572833255,0.09081963048439576,4.094747529369112,0.08662580558055506,4.008974138901945,0.10191803918382865,3.891050410862333,0.0920369709361927,3.8232917241363835,0.10341583988543493,3.730237429834801,0.08453255741462105,3.6271802815625405,0.09169376090362688,3.5392783135549153,0.08898346242855419,3.439557028320722,0.1119751699022826,,,9.803066675605097,0.24937942298375343,9.602997450627607,0.26970237096329946,9.35937018702698,0.30251548567710596,9.185289069269906,0.2582408226445992,9.006276060770158,0.2549527373917524,8.73528166015883,0.30038792333743236,8.527679671064092,0.2711623513460518,8.364896252395384,0.2916174017853327,8.112001083259361,0.2761829836766697,10.701230710881607,0.28263690978348954,10.48106929964905,0.25079711747753963,10.238065675842506,0.21897916713023194,10.073803478956316,0.23352228557831403,9.83802240979257,0.2661608504873665,9.576294854094561,0.2499696043575871,9.294423669119148,0.28440889341452585,9.06479852208012,0.2678532748883562,8.790904074641618,0.2533720563337702
Affen,2.3805125017732833,48.98894732173178,48.2636712492135,1.4511736205350734,280.16,10.01770432783879,270.06,12.30838738421894,257.62,12.78888579978725,243.9,11.27253298952813,234.15,11.125983102629629,222.91,12.912857933083597,212.92,11.18005366713416,202.87,12.524100766122892,190.94,12.78344241587531,16.825626741067023,0.34392553015190286,16.425486509598244,0.42824399938131863,16.019486865561593,0.3688367716205924,15.617879255954646,0.3631081745450471,15.289072626739499,0.37981339403048997,14.879401902117333,0.404226465322483,14.532753396824507,0.3988467212924137,14.14956354308225,0.3871066264967529,13.772694792504694,0.40358165532404894,4.181388112387742,0.10190761866534892,4.078585073569042,0.09057769173161252,4.0004532431370725,0.09171131444405106,3.9094161030875316,0.09772255427853783,3.817452848899496,0.08726613113515377,3.7187773022759756,0.10421936445299929,3.6412360458239674,0.10450398537227475,3.5416208704527956,0.097497353808259,3.450235701143861,0.09159136531115104,,,9.828878100717066,0.267888330107068,9.589711460908362,0.25853398735611527,9.403804898611174,0.25938080101550626,9.219720176062472,0.2684371303569418,8.95160034580983,0.2829075007382184,8.750614456963769,0.2967570609222043,8.54279621552076,0.23849460448413962,8.311892497097755,0.28308505778473375,8.085788725154268,0.28053688675831345,10.741123544508593,0.2747939301428235,10.501632118157243,0.26675684630368723,10.268229078565827,0.2644029162579552,10.025216400363966,0.28653527792477357,9.76458890188059,0.24842327551031937,9.529468756873817,0.27197512167079513,9.318867202948038,0.2780070601034845,9.023263805223214,0.311049840480329,8.836178005379226,0.2981445592991414
Agenk,2.2388191060647133,46.825039730320604,48.35917429614353,1.4937627147152899,281.71,10.969316295922914,269.65,13.162351613598537,257.82,10.256100623531342,245.57,10.133365679772936,235.76,11.69796563510083,224.69,11.59715051208701,212.33,12.40004435475938,201.3,11.039474625180313,191.66,10.694129230563844,16.741429623410042,0.3233174359799003,16.398969623822385,0.3657803670931364,16.083511007250184,0.3326765390919021,15.625262220749654,0.3888194089979713,15.343786775213928,0.4338287643416902,14.887220640957098,0.37504878010862086,14.605039710108626,0.41571031518368223,14.149359458862541,0.453461027980527,13.843399380020752,0.4126664576156258,4.1695182808027,0.10042754127661306,4.069440532279469,0.08949421455273783,3.972336818043662,0.09719628248270933,3.9094890921454657,0.10426636052378563,3.8246199410930894,0.08752314721588082,3.7199455674907767,0.09923319414056612,3.646413008429337,0.10588892656562156,3.5295153068604903,0.09726379434379277,3.4471296339207553,0.10177497584234217,,,9.85742564031303,0.25281761710301004,9.615409600717634,0.2669486084054502,9.4673239092635,0.22846365392287624,9.188174462784772,0.2495598909148162,9.006329575670497,0.23389406178503522,8.754145397214204,0.2884585966915329,8.548252937733276,0.2925592475976565,8.348921232219496,0.2585919374218117,8.089824701638934,0.2985578700408314,10.720591364586411,0.2357322885780144,10.512963472928437,0.24192963642434429,10.289456868506917,0.28848419225391486,10.08859969125795,0.2832576914057874,9.777656474903123,0.26061917934564044,9.498829583052695,0.3034115098154686,9.34072273413109,0.28966939916184076,9.081482972562828,0.2607025481984609,8.81980543342372,0.26406421335887326
