,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l1_mu,pred_err_l1_std,pred_err_l1_thr-0.5_bin-True_mu,pred_err_l1_thr-0.5_bin-True_std,pred_err_l1_thr-0.5_bin-False_mu,pred_err_l1_thr-0.5_bin-False_std,pred_err_l2_mu,pred_err_l2_std,pred_err_l2_thr-0.5_bin-True_mu,pred_err_l2_thr-0.5_bin-True_std,pred_err_l2_thr-0.5_bin-False_mu,pred_err_l2_thr-0.5_bin-False_std,pw_pred_err_mu,pw_pred_err_std,pw_pred_err_thr-0.5_bin-True_mu,pw_pred_err_thr-0.5_bin-True_std,pw_pred_err_thr-0.5_bin-False_mu,pw_pred_err_thr-0.5_bin-False_std,pred_err_wd_mu,pred_err_wd_std,mahalanobis_mu,mahalanobis_std,mahalanobis_thr-0.5_bin-True_mu,mahalanobis_thr-0.5_bin-True_std,mahalanobis_thr-0.5_bin-False_mu,mahalanobis_thr-0.5_bin-False_std,kalmanw_pred_err_mu,kalmanw_pred_err_std,kalmanw_pred_err_thr-0.5_bin-True_mu,kalmanw_pred_err_thr-0.5_bin-True_std,kalmanw_pred_err_thr-0.5_bin-False_mu,kalmanw_pred_err_thr-0.5_bin-False_std
Abart,1006.457831251299,8.590004621705232,21.329341883042794,0.1820764722994035,979.2697571363649,9.152647102949842,334.39,13.033721648094224,230.74360567652903,7.98116699400417,18.967479540537667,0.17915135331587356,18.286973180163713,0.35582567076179544,12.941475105987998,0.2593352516689417,319.04395677063815,3.564053224787181,204.45050023721637,9.275251495098999,132.94346073953025,5.153488929294816,,,340.05035978559806,4.981409207806978,321.130341834717,8.280076549792323,202.0008155794308,5.011244168316461,9.100578753262187,0.18471630180806306,6.94596261604909,0.25322181207913463,6.45264882704019,0.21910972555065195
Abend,1060.2561988515324,8.69800171236677,22.817525669664313,0.2010090431194994,1035.3034701448719,8.838194020023197,413.3,12.347874310989726,299.084840892687,8.359707098045915,20.517925100323968,0.19590804988442664,20.263845178140844,0.3264637749246268,15.209017914961967,0.2713492373303454,337.2755743919063,3.4460959802141793,234.0510775318014,9.548157869490879,173.9686091925668,4.814328251328101,,,341.26894231410256,4.9133858663389605,334.46853495685724,7.384177001064943,217.99389039173485,4.255146276053813,12.42152913685453,0.17860874388330836,9.609176751649604,0.2375695582970198,9.610543360563765,0.2365422668772749
Aboln,1036.0890110853659,9.581554959681652,22.188996686583984,0.16349934429572682,1009.577556166956,8.531748400832283,377.51,11.479978222975861,267.21652118679003,7.6123127438006435,19.750189486027658,0.1785207091753618,19.31984806363487,0.288913132384057,14.120771601549,0.23064867689841953,323.4296797513249,3.523161601959455,211.18406227845756,10.52805261695258,144.0703096491633,5.661378390360227,,,339.159044106757,4.656010285809252,323.1654713392126,9.737244412568739,204.84483481977938,5.3949419532535305,10.482766933433224,0.17864653374161213,8.203703655859062,0.2266337665364106,7.747499277240356,0.22763502068795782
Abtäs,1018.7530630751593,8.38762822698716,21.70288422310898,0.17575188360767868,986.2955242782025,9.211201360710135,347.53,13.809746558137844,239.77897350320617,9.005891056163728,19.150618976799407,0.16569222912047232,18.627663185736875,0.34664713866275315,13.233297937496266,0.24974806075094688,317.9813710224309,3.680365255376017,204.0091338502743,11.865991080182038,131.66350602936905,6.243916245807651,,,340.7539231129606,5.294609823007776,325.37864106139534,8.219651710143753,207.0211847126416,4.967202930405598,9.435168947795667,0.16051228868964088,7.150688826092326,0.23361547880948705,6.663242332335919,0.229385917085406
Acker,1007.1079483686023,9.736676148797738,21.31798329593686,0.1857932029620493,985.9016353335263,8.1522685504528,347.25,11.774867302861633,238.01500821611796,7.545204059424381,19.075526703697005,0.16386403199513977,18.612073248785023,0.36156518341893024,13.08956035650473,0.25485493398372094,315.9898587653337,3.104270746275948,199.52668448571322,10.29730616426309,125.56066320760287,5.660449428152317,,,336.61594366803445,5.556271609567605,324.4030909189637,9.273174642291123,200.64576448900516,5.241237304706937,9.768513421316626,0.16492553452261446,7.472088959705735,0.2579304292412705,6.938571710375222,0.21692437043902998
Adern,1028.5796868906918,8.74205135397237,21.985189726436566,0.1932125325840238,993.2247268005005,8.66274432291464,358.8,11.911339135462477,248.94820743926527,7.8070929818971715,19.337482632468802,0.15896316867657986,18.879715147309913,0.310412558438925,13.497083361303256,0.21484921069942045,315.0472053754503,3.3203517278753027,198.19181012573273,10.821078458023093,124.26674168613839,5.84993151697833,,,338.3056240109288,5.008134483668826,323.6460904661452,8.02769118044293,203.86400079575023,5.089000739698988,10.076156648689368,0.17266001816931234,7.92023395863641,0.25659646377402673,7.287536417199696,0.19260300722520324
Adler,1014.7068969521979,8.821271769404634,21.639922797172453,0.1661739633011205,994.5183999315809,9.670057468099065,357.58,12.442813186735545,249.65948482562632,7.786398311955231,19.4215396887458,0.167334921430186,18.876006292111995,0.34115459860357283,13.627385977923206,0.24857906749882497,321.4748650469439,4.074161433986776,207.48937641399442,12.143424576471602,138.38081271903974,6.512366570288113,,,336.46115033371905,5.433382263326804,325.49057740708645,8.205310707874652,202.54686555594645,5.022933599378984,10.504265789678684,0.19652646968079318,7.655594834987459,0.23786125940905914,7.700394610534379,0.24004882649628537
Adria,1006.3283188017981,9.889610593015492,21.44741759045139,0.1649447327689919,983.2112072845911,8.294899474187378,338.44,13.400238803842267,234.2928245698006,8.348003400154184,19.08435645480655,0.18921318458034056,18.41986012052476,0.3856852866024057,13.122061682655396,0.26686632584290715,316.66785225719127,3.3608837677205945,200.951372426781,10.125071804695377,128.45126828418648,5.433425869100358,,,337.62327679697,5.83537226984143,320.6855019872876,11.137544627363864,200.00607830148488,5.986741955191889,9.483129639077054,0.1810213571890187,7.321081377365929,0.22971657142934437,6.8158727798904115,0.22130568826402255
Affen,1016.3552434075135,8.631340710986318,21.604245522211244,0.1657547332938058,982.599773961251,9.483100256302672,341.54,13.973131359863471,235.26622832113804,9.051044785274403,19.055326435844584,0.17506423998564455,18.459137776944402,0.3467456297982719,13.068213183241545,0.26860057645896085,318.67172048820765,3.7681612349130296,205.71587090784263,11.938172605548319,133.11753886052782,6.3687836382038645,,,338.47741158678656,5.23234610761953,323.3401480039227,7.6618887047494555,202.30128995055634,4.74950133251474,9.827060256515292,0.17351066342316376,7.371007372930278,0.22366207001269214,7.0113196535361135,0.2276105590494495
Agenk,1073.8886949629098,8.952382606208687,22.95368992473232,0.17017753903102859,1039.867376070422,9.856781938164534,421.33,12.782843971511191,301.51714261852203,8.592376116427497,20.50494071509388,0.17629945179849024,20.50562302638244,0.31531619034589603,15.1329372929067,0.23562041527214683,344.3335662369968,3.821659967818636,253.09239748104764,10.14716609417808,186.55225077506722,5.177514144862303,,,357.6535548325278,5.125605535913871,356.5041473109336,8.62464313259077,239.1758499341678,4.453270358314441,10.850302254930698,0.17808383494214958,8.403028831539292,0.22461037652297708,8.05105390479738,0.22529744118254533
