,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l1_mu,pred_err_l1_std,pred_err_l2_mu,pred_err_l2_std,pw_pred_err_mu,pw_pred_err_std,mahalanobis_mu,mahalanobis_std,kalmanw_pred_err_mu,kalmanw_pred_err_std
Abart,960.2852939818249,4.428504058262781,26.81412638208607,0.10389754568151115,955.347034820168,4.981439040378853,20.944977546442573,0.1073969899150053,291.9392233164137,5.276697558431658,174.12194627850565,6.119518724863425,18.294621817735152,0.0989803929288241
Abart,960.2852939818249,4.428504058262781,26.81412638208607,0.10389754568151115,955.347034820168,4.981439040378853,20.944977546442573,0.1073969899150053,291.9392233164137,5.276697558431658,174.12194627850565,6.119518724863425,18.294621817735152,0.0989803929288241
Abart,960.2852939818249,4.428504058262781,26.81412638208607,0.10389754568151115,955.347034820168,4.981439040378853,20.944977546442573,0.1073969899150053,291.9392233164137,5.276697558431658,174.12194627850565,6.119518724863425,18.294621817735152,0.0989803929288241
Abart,960.2852939818249,4.428504058262781,26.81412638208607,0.10389754568151115,955.347034820168,4.981439040378853,20.944977546442573,0.1073969899150053,291.9392233164137,5.276697558431658,174.12194627850565,6.119518724863425,18.294621817735152,0.0989803929288241
Abend,1042.5558888194785,4.39394253810429,28.39705802180171,0.1043507761512609,1010.529320683147,4.994339067806281,22.220626756788974,0.09836190209112099,351.4098484778105,5.250272071344341,184.49639329302886,6.547740070876276,19.858978804272105,0.09330362023300987
Abend,1042.5558888194785,4.39394253810429,28.39705802180171,0.1043507761512609,1010.529320683147,4.994339067806281,22.220626756788974,0.09836190209112099,351.4098484778105,5.250272071344341,184.49639329302886,6.547740070876276,19.858978804272105,0.09330362023300987
Abend,1042.5558888194785,4.39394253810429,28.39705802180171,0.1043507761512609,1010.529320683147,4.994339067806281,22.220626756788974,0.09836190209112099,351.4098484778105,5.250272071344341,184.49639329302886,6.547740070876276,19.858978804272105,0.09330362023300987
Abend,1042.5558888194785,4.39394253810429,28.39705802180171,0.1043507761512609,1010.529320683147,4.994339067806281,22.220626756788974,0.09836190209112099,351.4098484778105,5.250272071344341,184.49639329302886,6.547740070876276,19.858978804272105,0.09330362023300987
Aboln,965.4304822718374,3.995290822185684,26.90589977585702,0.09653201872968105,973.3352049762943,4.9426325761488465,21.315374721456013,0.08690921025606217,296.9978521627445,5.885481627573567,181.05410768893103,5.639855273617526,18.780338413949025,0.09901544714660944
Aboln,965.4304822718374,3.995290822185684,26.90589977585702,0.09653201872968105,973.3352049762943,4.9426325761488465,21.315374721456013,0.08690921025606217,296.9978521627445,5.885481627573567,181.05410768893103,5.639855273617526,18.780338413949025,0.09901544714660944
Aboln,965.4304822718374,3.995290822185684,26.90589977585702,0.09653201872968105,973.3352049762943,4.9426325761488465,21.315374721456013,0.08690921025606217,296.9978521627445,5.885481627573567,181.05410768893103,5.639855273617526,18.780338413949025,0.09901544714660944
Aboln,965.4304822718374,3.995290822185684,26.90589977585702,0.09653201872968105,973.3352049762943,4.9426325761488465,21.315374721456013,0.08690921025606217,296.9978521627445,5.885481627573567,181.05410768893103,5.639855273617526,18.780338413949025,0.09901544714660944
Abtäs,1030.4561236333602,4.416627394546788,28.039933539028056,0.09971898861307123,954.758728673596,5.5150154232186175,20.926548237718016,0.11794805328751685,294.06625541748616,5.022639336571422,186.2341348019085,6.7647679920400625,18.179676537550908,0.08759833429525872
Abtäs,1030.4561236333602,4.416627394546788,28.039933539028056,0.09971898861307123,954.758728673596,5.5150154232186175,20.926548237718016,0.11794805328751685,294.06625541748616,5.022639336571422,186.2341348019085,6.7647679920400625,18.179676537550908,0.08759833429525872
Abtäs,1030.4561236333602,4.416627394546788,28.039933539028056,0.09971898861307123,954.758728673596,5.5150154232186175,20.926548237718016,0.11794805328751685,294.06625541748616,5.022639336571422,186.2341348019085,6.7647679920400625,18.179676537550908,0.08759833429525872
Abtäs,1030.4561236333602,4.416627394546788,28.039933539028056,0.09971898861307123,954.758728673596,5.5150154232186175,20.926548237718016,0.11794805328751685,294.06625541748616,5.022639336571422,186.2341348019085,6.7647679920400625,18.179676537550908,0.08759833429525872
Acker,937.9358643504513,4.240795863871064,26.330309320044,0.11006788798910272,944.6355603756617,4.947286670902549,20.641765775933084,0.09491957289331723,287.40965222217966,4.979938211921441,175.85675102968554,6.9144908997544725,18.222486740118253,0.11026446682735552
Acker,937.9358643504513,4.240795863871064,26.330309320044,0.11006788798910272,944.6355603756617,4.947286670902549,20.641765775933084,0.09491957289331723,287.40965222217966,4.979938211921441,175.85675102968554,6.9144908997544725,18.222486740118253,0.11026446682735552
Acker,937.9358643504513,4.240795863871064,26.330309320044,0.11006788798910272,944.6355603756617,4.947286670902549,20.641765775933084,0.09491957289331723,287.40965222217966,4.979938211921441,175.85675102968554,6.9144908997544725,18.222486740118253,0.11026446682735552
Acker,937.9358643504513,4.240795863871064,26.330309320044,0.11006788798910272,944.6355603756617,4.947286670902549,20.641765775933084,0.09491957289331723,287.40965222217966,4.979938211921441,175.85675102968554,6.9144908997544725,18.222486740118253,0.11026446682735552
Adern,983.0592700733698,4.492114900728612,27.3001727451858,0.09612946833815729,979.2736899976798,5.242023827617602,21.433110560865522,0.10152009414835118,305.5334303848859,4.597112102156801,175.7553033190718,6.559650366226574,19.01605298521325,0.09470600892657072
Adern,983.0592700733698,4.492114900728612,27.3001727451858,0.09612946833815729,979.2736899976798,5.242023827617602,21.433110560865522,0.10152009414835118,305.5334303848859,4.597112102156801,175.7553033190718,6.559650366226574,19.01605298521325,0.09470600892657072
