,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l10.1_mu,pred_err_l10.1_std,pred_err_l10.2_mu,pred_err_l10.2_std,pred_err_l10.3_mu,pred_err_l10.3_std,pred_err_l10.4_mu,pred_err_l10.4_std,pred_err_l10.5_mu,pred_err_l10.5_std,pred_err_l10.6_mu,pred_err_l10.6_std,pred_err_l10.7_mu,pred_err_l10.7_std,pred_err_l10.8_mu,pred_err_l10.8_std,pred_err_l10.9_mu,pred_err_l10.9_std,pred_err_l20.1_mu,pred_err_l20.1_std,pred_err_l20.2_mu,pred_err_l20.2_std,pred_err_l20.3_mu,pred_err_l20.3_std,pred_err_l20.4_mu,pred_err_l20.4_std,pred_err_l20.5_mu,pred_err_l20.5_std,pred_err_l20.6_mu,pred_err_l20.6_std,pred_err_l20.7_mu,pred_err_l20.7_std,pred_err_l20.8_mu,pred_err_l20.8_std,pred_err_l20.9_mu,pred_err_l20.9_std,pw_pred_err0.1_mu,pw_pred_err0.1_std,pw_pred_err0.2_mu,pw_pred_err0.2_std,pw_pred_err0.3_mu,pw_pred_err0.3_std,pw_pred_err0.4_mu,pw_pred_err0.4_std,pw_pred_err0.5_mu,pw_pred_err0.5_std,pw_pred_err0.6_mu,pw_pred_err0.6_std,pw_pred_err0.7_mu,pw_pred_err0.7_std,pw_pred_err0.8_mu,pw_pred_err0.8_std,pw_pred_err0.9_mu,pw_pred_err0.9_std,pred_err_wd_mu,pred_err_wd_std,mahalanobis0.1_mu,mahalanobis0.1_std,mahalanobis0.2_mu,mahalanobis0.2_std,mahalanobis0.3_mu,mahalanobis0.3_std,mahalanobis0.4_mu,mahalanobis0.4_std,mahalanobis0.5_mu,mahalanobis0.5_std,mahalanobis0.6_mu,mahalanobis0.6_std,mahalanobis0.7_mu,mahalanobis0.7_std,mahalanobis0.8_mu,mahalanobis0.8_std,mahalanobis0.9_mu,mahalanobis0.9_std,kalmanw_pred_err0.1_mu,kalmanw_pred_err0.1_std,kalmanw_pred_err0.2_mu,kalmanw_pred_err0.2_std,kalmanw_pred_err0.3_mu,kalmanw_pred_err0.3_std,kalmanw_pred_err0.4_mu,kalmanw_pred_err0.4_std,kalmanw_pred_err0.5_mu,kalmanw_pred_err0.5_std,kalmanw_pred_err0.6_mu,kalmanw_pred_err0.6_std,kalmanw_pred_err0.7_mu,kalmanw_pred_err0.7_std,kalmanw_pred_err0.8_mu,kalmanw_pred_err0.8_std,kalmanw_pred_err0.9_mu,kalmanw_pred_err0.9_std
Abart,357.3176470588235,0.0,17.41798775914872,0.0,376.0,0.0,345.0,0.0,316.0,0.0,290.0,0.0,238.0,0.0,176.0,0.0,77.0,0.0,18.0,0.0,8.0,0.0,19.390719429665317,0.0,18.57417562100671,0.0,17.776388834631177,0.0,17.029386365926403,0.0,15.427248620541512,0.0,13.2664991614216,0.0,8.774964387392123,0.0,4.242640687119285,0.0,2.8284271247461903,0.0,,,,,,,,,,,,,,,,,,,2.700659595318332,0.0,,,,,,,,,,,,,,,,,,,19.390719430674114,0.0,18.574175619262263,0.0,17.776388833306857,0.0,17.029386364541615,0.0,15.427248619553101,0.0,13.266499162063983,0.0,8.774964389116482,0.0,4.242640686639777,0.0,2.8284271250522695,0.0
Abend,424.53333333333336,0.0,19.088949803842276,0.0,460.0,0.0,427.0,0.0,385.0,0.0,356.0,0.0,297.0,0.0,236.0,0.0,135.0,0.0,55.0,0.0,13.0,0.0,21.447610589527216,0.0,20.663978319771825,0.0,19.621416870348583,0.0,18.867962264113206,0.0,17.233687939614086,0.0,15.362291495737216,0.0,11.61895003862225,0.0,7.416198487095663,0.0,3.605551275463989,0.0,,,,,,,,,,,,,,,,,,,2.855955750706961,0.0,,,,,,,,,,,,,,,,,,,21.447610557844136,0.0,20.663978329400592,0.0,19.62141686264664,0.0,18.867962261709607,0.0,17.23368794596182,0.0,15.362291496390776,0.0,11.618950036268913,0.0,7.416198492292314,0.0,3.605551275487284,0.0
Aboln,385.80784313725485,0.0,18.20417627450199,0.0,400.0,0.0,375.0,0.0,342.0,0.0,312.0,0.0,268.0,0.0,215.0,0.0,102.0,0.0,28.0,0.0,15.0,0.0,20.0,0.0,19.364916731037084,0.0,18.49324200890693,0.0,17.663521732655695,0.0,16.3707055437449,0.0,14.66287829861518,0.0,10.099504938362077,0.0,5.291502622129181,0.0,3.872983346207417,0.0,,,,,,,,,,,,,,,,,,,2.075976486825729,0.0,,,,,,,,,,,,,,,,,,,19.999999999101227,0.0,19.364916728466323,0.0,18.493242010405545,0.0,17.66352173431369,0.0,16.37070554139253,0.0,14.66287829131932,0.0,10.099504938804097,0.0,5.291502621481664,0.0,3.8729833457834024,0.0
Abtäs,374.89019607843136,0.0,17.747932608618,0.0,404.0,0.0,367.0,0.0,334.0,0.0,294.0,0.0,243.0,0.0,177.0,0.0,77.0,0.0,24.0,0.0,12.0,0.0,20.09975124224178,0.0,19.157244060668017,0.0,18.275666882497067,0.0,17.146428199482248,0.0,15.588457268119896,0.0,13.30413469565007,0.0,8.774964387392123,0.0,4.898979485566356,0.0,3.4641016151377544,0.0,,,,,,,,,,,,,,,,,,,2.6006650401890585,0.0,,,,,,,,,,,,,,,,,,,20.099751238424044,0.0,19.15724405862985,0.0,18.275666883788883,0.0,17.146428200114727,0.0,15.588457264512735,0.0,13.304134697512616,0.0,8.774964388198486,0.0,4.898979485944974,0.0,3.464101614896381,0.0
Acker,352.2705882352941,0.0,17.4361571765609,0.0,357.0,0.0,332.0,0.0,307.0,0.0,280.0,0.0,241.0,0.0,182.0,0.0,61.0,0.0,19.0,0.0,10.0,0.0,18.894443627691185,0.0,18.2208671582886,0.0,17.52141546793523,0.0,16.73320053068151,0.0,15.524174696260024,0.0,13.490737563232042,0.0,7.810249675906654,0.0,4.358898943540674,0.0,3.1622776601683795,0.0,,,,,,,,,,,,,,,,,,,2.64106920098813,0.0,,,,,,,,,,,,,,,,,,,18.894443627879244,0.0,18.220867159400658,0.0,17.52141547150976,0.0,16.733200530348004,0.0,15.524174696181849,0.0,13.49073756441117,0.0,7.810249673945576,0.0,4.358898943579824,0.0,3.1622776600363545,0.0
Adern,379.69803921568626,0.0,18.124467352207354,0.0,398.0,0.0,366.0,0.0,334.0,0.0,307.0,0.0,272.0,0.0,204.0,0.0,102.0,0.0,35.0,0.0,9.0,0.0,19.949937343260004,0.0,19.131126469708992,0.0,18.275666882497067,0.0,17.52141546793523,0.0,16.492422502470642,0.0,14.2828568570857,0.0,10.099504938362077,0.0,5.916079783099616,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,2.6274620980033574,0.0,,,,,,,,,,,,,,,,,,,19.949937349178114,0.0,19.13112646493169,0.0,18.27566687962219,0.0,17.52141546501349,0.0,16.49242249762549,0.0,14.282856853091381,0.0,10.099504927493564,0.0,5.91607978041874,0.0,3.0000000000687406,0.0
Adler,355.85490196078433,0.0,17.588141735821292,0.0,372.0,0.0,344.0,0.0,316.0,0.0,284.0,0.0,253.0,0.0,196.0,0.0,87.0,0.0,36.0,0.0,21.0,0.0,19.28730152198591,0.0,18.547236990991408,0.0,17.776388834631177,0.0,16.852299546352718,0.0,15.905973720586866,0.0,14.0,0.0,9.327379053088816,0.0,6.0,0.0,4.58257569495584,0.0,,,,,,,,,,,,,,,,,,,3.6199475173233693,0.0,,,,,,,,,,,,,,,,,,,19.287301522321137,0.0,18.547236990703656,0.0,17.776388830614486,0.0,16.85229954585165,0.0,15.90597371404311,0.0,13.999999999436065,0.0,9.327379052936614,0.0,6.0000000001059055,0.0,4.5825756942887175,0.0
Adria,350.54509803921565,0.0,17.35390979904359,0.0,361.0,0.0,330.0,0.0,310.0,0.0,282.0,0.0,236.0,0.0,189.0,0.0,84.0,0.0,24.0,0.0,11.0,0.0,19.0,0.0,18.16590212458495,0.0,17.60681686165901,0.0,16.792855623746664,0.0,15.362291495737216,0.0,13.74772708486752,0.0,9.16515138991168,0.0,4.898979485566356,0.0,3.3166247903554,0.0,,,,,,,,,,,,,,,,,,,2.6472037710798757,0.0,,,,,,,,,,,,,,,,,,,18.99999999809329,0.0,18.165902123779347,0.0,17.60681686238659,0.0,16.79285562275918,0.0,15.36229149648278,0.0,13.747727088174797,0.0,9.165151389818874,0.0,4.8989794853273745,0.0,3.3166247901584023,0.0
Affen,359.964705882353,0.0,17.607111649070593,0.0,364.0,0.0,335.0,0.0,317.0,0.0,290.0,0.0,262.0,0.0,199.0,0.0,102.0,0.0,33.0,0.0,22.0,0.0,19.078784028338912,0.0,18.303005217723125,0.0,17.804493814764857,0.0,17.029386365926403,0.0,16.186414056238647,0.0,14.106735979665885,0.0,10.099504938362077,0.0,5.744562646538029,0.0,4.69041575982343,0.0,,,,,,,,,,,,,,,,,,,4.225571781844238,0.0,,,,,,,,,,,,,,,,,,,19.07878402642841,0.0,18.303005215206475,0.0,17.804493816267566,0.0,17.029386368921593,0.0,16.186414060041894,0.0,14.106735980626063,0.0,10.09950494038684,0.0,5.744562646191865,0.0,4.690415759287958,0.0
Agenk,433.4980392156863,0.0,19.37423903083259,0.0,462.0,0.0,424.0,0.0,397.0,0.0,364.0,0.0,316.0,0.0,244.0,0.0,135.0,0.0,57.0,0.0,32.0,0.0,21.494185260204677,0.0,20.591260281974,0.0,19.924858845171276,0.0,19.078784028338912,0.0,17.776388834631177,0.0,15.620499351813308,0.0,11.61895003862225,0.0,7.54983443527075,0.0,5.656854249492381,0.0,,,,,,,,,,,,,,,,,,,2.7873532200734976,0.0,,,,,,,,,,,,,,,,,,,21.486926010747005,0.0,20.589160628121064,0.0,19.92203663916121,0.0,19.074905761809852,0.0,17.773525813979045,0.0,15.615510152283548,0.0,11.613649071609963,0.0,7.535504171982938,0.0,5.641649048551196,0.0
Agent,392.6627450980392,0.0,18.363731954261535,0.0,422.0,0.0,378.0,0.0,352.0,0.0,324.0,0.0,280.0,0.0,209.0,0.0,91.0,0.0,32.0,0.0,20.0,0.0,20.54263858417414,0.0,19.44222209522358,0.0,18.76166303929372,0.0,18.0,0.0,16.73320053068151,0.0,14.45683229480096,0.0,9.539392014169456,0.0,5.656854249492381,0.0,4.47213595499958,0.0,,,,,,,,,,,,,,,,,,,2.8487957857188393,0.0,,,,,,,,,,,,,,,,,,,20.534256414712186,0.0,19.43934954868003,0.0,18.75897266836067,0.0,17.995683228474853,0.0,16.73070694418038,0.0,14.452496730080876,0.0,9.529527421787874,0.0,5.642136289965957,0.0,4.453358934064708,0.0
Ahnen,406.9137254901961,0.0,18.808191054689754,0.0,416.0,0.0,386.0,0.0,355.0,0.0,330.0,0.0,292.0,0.0,236.0,0.0,123.0,0.0,47.0,0.0,6.0,0.0,20.396078054371138,0.0,19.6468827043885,0.0,18.841443681416774,0.0,18.16590212458495,0.0,17.08800749063506,0.0,15.362291495737216,0.0,11.090536506409418,0.0,6.855654600401044,0.0,2.449489742783178,0.0,,,,,,,,,,,,,,,,,,,2.6132733124542007,0.0,,,,,,,,,,,,,,,,,,,20.396078025664227,0.0,19.646882713572317,0.0,18.841443679166876,0.0,18.165902126681534,0.0,17.088007496512486,0.0,15.362291494187673,0.0,11.090536505842204,0.0,6.855654606912676,0.0,2.4494897426961253,0.0
Aigön,398.4588235294118,0.0,18.468604447816404,0.0,419.0,0.0,382.0,0.0,358.0,0.0,324.0,0.0,286.0,0.0,218.0,0.0,108.0,0.0,36.0,0.0,22.0,0.0,20.46948949045872,0.0,19.544820285692065,0.0,18.920887928424502,0.0,18.0,0.0,16.911534525287763,0.0,14.7648230602334,0.0,10.392304845413264,0.0,6.0,0.0,4.69041575982343,0.0,,,,,,,,,,,,,,,,,,,2.6957064492120018,0.0,,,,,,,,,,,,,,,,,,,20.455826547969487,0.0,19.537849005173793,0.0,18.912606645276366,0.0,17.99486882174444,0.0,16.907590768111003,0.0,14.761312521926792,0.0,10.381088375976182,0.0,5.981984808165662,0.0,4.642956161278704,0.0
Akkus,410.67058823529413,0.0,18.866313714037467,0.0,431.0,0.0,407.0,0.0,372.0,0.0,345.0,0.0,308.0,0.0,222.0,0.0,101.0,0.0,46.0,0.0,16.0,0.0,20.760539492026695,0.0,20.174241001832016,0.0,19.28730152198591,0.0,18.57417562100671,0.0,17.549928774784245,0.0,14.89966442575134,0.0,10.04987562112089,0.0,6.782329983125268,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,2.157421195385622,0.0,,,,,,,,,,,,,,,,,,,20.760539497670255,0.0,20.174241011996113,0.0,19.287301521898957,0.0,18.574175621271163,0.0,17.54992877700009,0.0,14.89966442422383,0.0,10.049875620656794,0.0,6.782329982352469,0.0,4.000000000137156,0.0
Aktie,347.7450980392157,0.0,17.33307115408141,0.0,362.0,0.0,327.0,0.0,308.0,0.0,285.0,0.0,244.0,0.0,186.0,0.0,89.0,0.0,30.0,0.0,16.0,0.0,19.026297590440446,0.0,18.083141320025124,0.0,17.549928774784245,0.0,16.881943016134134,0.0,15.620499351813308,0.0,13.638181696985855,0.0,9.433981132056603,0.0,5.477225575051661,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,3.7962692531905766,0.0,,,,,,,,,,,,,,,,,,,19.026297590179617,0.0,18.083141318527094,0.0,17.54992877283531,0.0,16.881943014457963,0.0,15.620499351843744,0.0,13.63818169347975,0.0,9.433981131532489,0.0,5.4772255750394265,0.0,4.00000000051222,0.0
