,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l1_mu,pred_err_l1_std,pred_err_l1_thr-0.5_bin-True_mu,pred_err_l1_thr-0.5_bin-True_std,pred_err_l1_thr-0.5_bin-False_mu,pred_err_l1_thr-0.5_bin-False_std,pred_err_l2_mu,pred_err_l2_std,pred_err_l2_thr-0.5_bin-True_mu,pred_err_l2_thr-0.5_bin-True_std,pred_err_l2_thr-0.5_bin-False_mu,pred_err_l2_thr-0.5_bin-False_std,pw_pred_err_mu,pw_pred_err_std,pw_pred_err_thr-0.5_bin-True_mu,pw_pred_err_thr-0.5_bin-True_std,pw_pred_err_thr-0.5_bin-False_mu,pw_pred_err_thr-0.5_bin-False_std,pred_err_wd_mu,pred_err_wd_std,mahalanobis_mu,mahalanobis_std,mahalanobis_thr-0.5_bin-True_mu,mahalanobis_thr-0.5_bin-True_std,mahalanobis_thr-0.5_bin-False_mu,mahalanobis_thr-0.5_bin-False_std,kalmanw_pred_err_mu,kalmanw_pred_err_std,kalmanw_pred_err_thr-0.5_bin-True_mu,kalmanw_pred_err_thr-0.5_bin-True_std,kalmanw_pred_err_thr-0.5_bin-False_mu,kalmanw_pred_err_thr-0.5_bin-False_std
Abart,1416.2473067361163,16.77986932251486,31.60984000567441,0.3054142609478284,1378.4181870955,17.06667015851546,1118.91,24.394710492235813,884.1231821987511,20.61898183492181,30.388282779199695,0.37731874555143213,33.468281327912486,0.4173067884717468,27.681853439627098,0.43861022930409643,109.62325269859986,1.2734871453563503,121.51597590008546,1.3324913354933532,99.23189537039744,1.498444398544969,,,58.36184388753992,0.6978559740041493,66.31633549789326,0.8939231216816803,53.24068927347051,0.8181623462164389,13.082642904842153,0.24094854180168562,12.765099529956405,0.19397723847969206,11.846292512432504,0.2770366756875805
Abend,1429.2947696242504,19.60751565116455,31.895879878040677,0.36009311566427715,1376.4135526073026,18.791336252870327,1117.59,29.3969709323937,882.1977696357528,24.494142777666422,30.385625465668692,0.33258597840092774,33.40218561715478,0.37946804495074254,27.671317585919386,0.38977269270975906,109.61437506561653,1.4055863539990585,121.67390855059053,1.5106898934790813,99.2203155649483,1.6177271264120574,,,58.63870527406887,0.8238326620989815,66.25440137019916,0.8537253251122423,53.51869588314198,0.9242089594507369,12.789434152652136,0.2610913044749011,12.784111773431414,0.21873497382710097,11.57462785089493,0.2774472799902007
Aboln,1410.5047719183506,17.62956748855356,31.472643398360898,0.3888486857335346,1376.404381251624,16.464384372823535,1117.13,24.5167922045279,882.0915332237803,20.037606471343256,30.314834192021873,0.3576508761817462,33.39584796307015,0.3966595864256017,27.595899784263164,0.4074649050051139,109.06804237299292,1.3526228990073867,121.05414909907768,1.4192227863286553,98.60529656457322,1.5814118005140172,,,58.36317631131321,0.6843768737730926,66.24177732831089,0.829837211986826,53.233428929394584,0.7921489549573244,12.894675389115076,0.24750022062397808,12.652801585631972,0.2022620830378064,11.661511348355571,0.27738397769141526
Abtäs,1421.8239128173932,18.865203296360182,31.73360228723313,0.3481341217195793,1371.8871880763495,17.889219407945017,1111.11,27.218337568631924,875.3727354201749,22.963110317018447,30.32977450959717,0.427548566462648,33.34913620239934,0.41846690886736965,27.604046399660966,0.49050545572593995,108.97621655362433,1.3065137679252994,120.9800092180366,1.6546288911750544,98.47742956159347,1.5515044012134933,,,58.41660593436993,0.7009107011362647,66.074281769369,0.8080223073829604,53.235827602282704,0.8081579977379703,12.70917909805665,0.26144197351044796,12.7439174327619,0.23308133737364403,11.491165419288103,0.2767205123702813
Acker,1412.658638707342,18.56508755480327,31.47328863702579,0.390979691024141,1372.6465292872765,17.421022899422333,1110.97,28.61693729244973,876.1134976299214,23.176607118624926,30.31867706625282,0.39719886973379726,33.4054155058853,0.4338373879207437,27.613137859186786,0.46281810906610094,109.17970188780171,1.443888226406882,121.38390358488057,1.6038070484733504,98.75370119245467,1.6189837601493076,,,58.275576864470274,0.7258310352221589,66.17567320624426,0.7999082592988023,53.11988350030118,0.8080918813243643,12.961916106096592,0.25990802935176377,12.698254628693558,0.1953491618027859,11.736295328250272,0.28202489157689814
Adern,1419.9303221852822,15.459003551548303,31.62951431710223,0.3691281523085172,1372.5666685003298,17.927396790010956,1111.37,28.58554005087187,876.9235973453818,22.82503656759175,30.314470813876937,0.3913505277045618,33.38392401601374,0.44001965072161786,27.601660825940666,0.46198003834411744,109.07414061448793,1.4381717497718924,121.02105533371899,1.5916635972643811,98.59102628244156,1.6891502532610223,,,58.39620778348369,0.7627564729273026,66.16665942298646,0.8613784603371003,53.24029378562403,0.8834571558883888,12.76511127319002,0.2607192445241083,12.660903268840613,0.20450434166255413,11.553462631949529,0.2764848527757807
Adler,1416.6737419059837,18.327408703456452,31.575129087657196,0.39532827476143817,1379.0935148603044,16.992292055794085,1119.29,24.207558736890427,884.0490037432799,20.056331314557013,30.442448028941563,0.3705456728996079,33.42119624679232,0.4045261838184776,27.735363634520326,0.416431500624353,109.17720820519324,1.4673112386890255,121.23235703990032,1.582862577724624,98.74600132454924,1.7000156948183813,,,58.41011647292476,0.7919599007427895,66.45485299827621,0.8327015313006885,53.33191203860451,0.8995739526049976,13.1401419603063,0.30675120366408104,12.72688961900294,0.21779758031821686,11.905133523496856,0.3197405902847054
Adria,1415.657716463502,18.764827018399213,31.555170942684953,0.42126229846716823,1373.1593243890204,18.41766467953405,1110.82,27.62874589987754,875.6481869516617,23.75391641627972,30.315904689386688,0.3718121951963464,33.34435274470637,0.417300894550569,27.586602233611373,0.43372458555563037,109.06677271095924,1.3592206414585524,121.09938252196199,1.5057457566437766,98.61157810933295,1.637859746162052,,,58.498802331429026,0.6957343001532896,66.32553290377653,0.7269296612605449,53.413503765699964,0.7688406770865592,12.958709221475107,0.27395906723290686,12.652056869401195,0.19076449423064423,11.713911507970417,0.3012467434478658
Affen,1413.80815350424,18.64486267275668,31.519811345909783,0.41704280922943077,1368.6240414338668,18.17878880053264,1112.4,28.660076761934885,873.5541243965592,24.286564466967203,30.26701875632787,0.37140890654004666,33.37241395269233,0.42659930865709517,27.548604363134213,0.42582259207657286,109.10826481673075,1.5518119035122504,121.25761257085496,1.764919142592102,98.67767814489527,1.8237763046694102,,,58.62497776700533,0.7014670506371479,66.31367867598371,0.8001044758738877,53.46508628088815,0.8070331070562069,12.70763979385339,0.29024940049216125,12.629192058083003,0.19424323304624522,11.464425415824556,0.31209921792652817
Agenk,1423.3279197062338,17.463154181729706,31.758441113852122,0.3960460167275314,1379.5179834224111,17.200926093918536,1120.59,27.392004307826763,885.6820293313733,22.552537880299056,30.40897842942695,0.3907271395142948,33.42804122472582,0.40750445154819454,27.70273488657944,0.45896822483326377,109.48834705187082,1.2097086572892475,121.29025657908079,1.520534224554454,99.08137937899788,1.4130463339197032,,,58.766382057077905,0.7809453993592738,66.4388844265168,0.7987563593690996,53.653700369706975,0.8948413246774845,12.756902191981803,0.2616031145341571,12.685954693313933,0.18929459238048726,11.565832543613205,0.28467293499779134
