,n_pixels_l1_mu,n_pixels_l1_std,n_pixels_l2_mu,n_pixels_l2_std,pred_err_l1_mu,pred_err_l1_std,pred_err_l1_thr-0.5_bin-True_mu,pred_err_l1_thr-0.5_bin-True_std,pred_err_l1_thr-0.5_bin-False_mu,pred_err_l1_thr-0.5_bin-False_std,pred_err_l2_mu,pred_err_l2_std,pred_err_l2_thr-0.5_bin-True_mu,pred_err_l2_thr-0.5_bin-True_std,pred_err_l2_thr-0.5_bin-False_mu,pred_err_l2_thr-0.5_bin-False_std,pw_pred_err_mu,pw_pred_err_std,pw_pred_err_thr-0.5_bin-True_mu,pw_pred_err_thr-0.5_bin-True_std,pw_pred_err_thr-0.5_bin-False_mu,pw_pred_err_thr-0.5_bin-False_std,pred_err_wd_mu,pred_err_wd_std,mahalanobis_mu,mahalanobis_std,mahalanobis_thr-0.5_bin-True_mu,mahalanobis_thr-0.5_bin-True_std,mahalanobis_thr-0.5_bin-False_mu,mahalanobis_thr-0.5_bin-False_std,kalmanw_pred_err_mu,kalmanw_pred_err_std,kalmanw_pred_err_thr-0.5_bin-True_mu,kalmanw_pred_err_thr-0.5_bin-True_std,kalmanw_pred_err_thr-0.5_bin-False_mu,kalmanw_pred_err_thr-0.5_bin-False_std
Abart,8409.458629642457,86.75845717715063,126.63384970360589,1.0482545701043962,8358.104376339294,67.1003334110751,5137.42,32.93969641633025,7912.983028769544,72.01875622351821,125.70309441855188,1.0812869611189058,71.61637557163897,0.254460177537774,125.11389920333195,1.0917209786725819,55.2081011211753,0.4469554926234384,31.426588828784944,0.11087795705717891,54.9495838749182,0.4510243730213278,,,115.17163682350167,1.3213657348822896,63.59756169592311,0.40517047112868576,114.65374302974865,1.316682533330692,70.90574706353406,0.705727893792378,42.301140774631946,0.23703098970293704,70.56900005103847,0.7174457266171622
Abend,8417.473465181927,83.97216721122318,126.7896889594727,1.0960093900796066,8349.907380544953,75.0046354477623,5135.71,35.274720409947975,7905.539032303421,80.70115774077664,125.73244996035086,1.1196960152388309,71.67180076751701,0.2509476864764521,125.14388353390972,1.13053226644069,55.135047360319795,0.4362050638062847,31.435815694397917,0.10738327343481205,54.876690431448544,0.4403670035851871,,,115.09387712437574,1.4484581994987684,63.590568465133785,0.45133398171545647,114.557579883334,1.435285366899543,70.95536870305358,0.7021989030209239,42.370854584616325,0.23889756785042268,70.61178664820432,0.6963336599255175
Aboln,8415.364084595045,76.26875787269213,126.55449809898106,1.0728321896006636,8342.959075531064,78.44873375493697,5125.36,37.78664314278261,7895.67916216396,83.77260367955193,125.51032402949657,0.9989430787734204,71.64849588925442,0.25107131953155293,124.92030499080464,1.0093742002884907,55.120422662728195,0.5016105999563883,31.431897563202142,0.1069964045928884,54.860931133971796,0.5056571047818229,,,115.01902358936657,1.5470250750173697,63.544215302729526,0.4639052563821075,114.48758647214655,1.5342011871244516,70.90676748488242,0.6379358903060306,42.32277281507632,0.23212911019405458,70.56333898589288,0.6350576402388827
Abtäs,8413.952634542451,78.58471970594141,126.95662976897789,1.0837914269832882,8354.523952956397,72.45456288770887,5130.54,36.53256629365093,7908.888270744384,77.78070265100725,125.88949687494893,1.1203901766351212,71.63732312795729,0.23223923147429934,125.3018158180615,1.1298145575728888,55.153855056305176,0.44243333376863103,31.44609463468393,0.11223300349874539,54.896039737335,0.44655684966504683,,,115.09600827479561,1.3246393917183286,63.52827965053071,0.40370160645987074,114.56734672936928,1.3375376549176763,70.90285963054745,0.6606227441281426,42.32810500611076,0.21142960563039592,70.5682129435479,0.6567975968925854
Acker,8409.96877511051,62.793132280024494,126.52114642166316,1.1273202767612251,8339.909655842695,72.92414358928674,5127.62,36.35293110603325,7893.472020473499,79.0564163463844,125.69970945758182,1.073315395743916,71.65063426929716,0.2580868214773201,125.11486818254104,1.0807884978596713,55.065577971136484,0.5366229700106487,31.423261610519233,0.10533039020451687,54.806846733843834,0.5409216922444001,,,115.16061578999887,1.2919275585003291,63.582230908829715,0.4138860505024025,114.62280163111043,1.295130156879798,70.92092657479633,0.761072609832527,42.3134743035287,0.2309693737572741,70.58752576719526,0.7617898068893392
Adern,8418.581072261728,72.5972188225593,126.67654654248666,0.9355435984193927,8333.703885767907,75.89664664463069,5120.92,35.40499399802237,7886.164734179111,80.5618261529136,125.45840979661457,0.991942866293017,71.60706354058672,0.2201160929501515,124.8695631224115,1.0007519702375343,55.1675338996215,0.46745221295926176,31.434347151455164,0.11914999404353051,54.909159308456886,0.47125357946004914,,,114.90527028278778,1.2269372619378702,63.52003814001386,0.4355478197023218,114.37574477816594,1.226848386159696,70.94154394844891,0.6814529940496319,42.33550967496688,0.2042170521314203,70.60981335893953,0.6923413840779086
Adler,8396.453902038165,76.05201154570001,126.43934810855437,1.107446023435147,8342.851519414682,69.38476920848454,5132.14,35.65361692731889,7897.201756293419,74.44718313896887,125.63321179040952,1.0488190506183206,71.61693730306219,0.2535573490550189,125.04338953227902,1.0565996933068864,55.06261301666625,0.472336901162695,31.420724515915808,0.09309125959870163,54.80356997515981,0.4758203295986143,,,115.21068067627466,1.2462231332874494,63.55419201654718,0.4331625629080791,114.65396194033916,1.2399662324180787,71.10393109096498,0.6921777928781168,42.335288181039324,0.21196783814852052,70.76139019875825,0.6919759384483144
Adria,8397.690631943213,80.95991548386162,126.32978168454453,1.127595366257947,8345.884022723743,78.97819797414873,5128.2,40.361367667610075,7898.529802544085,86.4997623255639,125.3660612818466,1.0586880713351392,71.63464031919435,0.24146705708047939,124.77642859017774,1.0690386147479765,55.15728105623775,0.44571504513357524,31.4471746566092,0.11492741771836298,54.898059845133496,0.450553392895619,,,115.02465881735971,1.3916974389625254,63.540685900007475,0.44854556313157423,114.47403332259583,1.3933544155754987,71.01771395244482,0.6820765365886351,42.354273203234136,0.19405848591228875,70.68634375978706,0.6885704887635099
Affen,8407.528142844594,76.56251001638715,126.55944314945579,0.9912448605478884,8366.118880462012,81.40244041718367,5136.61,34.75626418359718,7922.1116263135,86.41573748824061,125.8639714705292,1.1196915127407658,71.62267167831915,0.25080203288308467,125.27492428399245,1.131134822970396,55.22229084400377,0.49039723051985784,31.45763206282365,0.11112677191128231,54.965583740936744,0.4940641418299401,,,115.44259419813903,1.3533559870493692,63.53531238844368,0.40130288409814,114.9120250017415,1.3589183283593773,71.22710181487582,0.637572587970278,42.33194474179899,0.23693536233931142,70.89274710539912,0.6482431454577479
Agenk,8419.801340575985,79.24210039687229,127.05801546951774,0.9840693019330538,8348.667192515997,68.78128090993013,5125.93,34.27659697227833,7901.080366289234,73.49623885045148,125.66094739822795,0.9330141142505186,71.65257174159142,0.2428226021079937,125.07415588317512,0.9395484906001529,55.2129259722419,0.42861972591065434,31.45056696623965,0.13144373500203527,54.95461101290925,0.43357209258834345,,,115.48568313598109,1.4621799428724778,63.63349344603706,0.3831706111015316,114.96875594507746,1.4298470056705888,71.00304080169334,0.7033355800423534,42.36090551183378,0.1975105304631693,70.66360778567864,0.7063348759344564
