"vp","string","lex","group","font","block","session","freq","err","rt"
"AA2805","Wcllz",0,"cs","Colonna MT",1,1,0,0,2036.22
"AA2805","Blete",0,"pw","Colonna MT",1,1,0,0,1165.57
"AA2805","Svßhn",0,"cs","Colonna MT",1,1,0,0,1052.13
"AA2805","Melti",0,"pw","Colonna MT",1,1,0,0,1252.63
"AA2805","Zauga",0,"pw","Colonna MT",1,1,0,1,862.86
"AA2805","Braut",1,"w","Colonna MT",1,1,2.935003151,0,1321.1
"AA2805","Fazit",1,"w","Colonna MT",1,1,1.113943352,0,1447.74
"AA2805","Chqrb",0,"cs","Colonna MT",1,1,0,0,2538.52
"AA2805","Codex",1,"w","Colonna MT",1,1,0.84509804,1,1248.9
"AA2805","Witwe",1,"w","Colonna MT",1,1,2.387389826,0,763.56
"AA2805","Lesst",0,"pw","Colonna MT",1,1,0,1,1576.15
"AA2805","Knmst",0,"cs","Colonna MT",1,1,0,0,1325.21
"AA2805","Stufe",1,"w","Colonna MT",1,1,2.565847819,0,915.24
"AA2805","Kobro",0,"pw","Colonna MT",1,1,0,0,1011.55
"AA2805","Stömm",0,"cs","Colonna MT",1,1,0,1,1439.69
"AA2805","Gjtnn",0,"cs","Colonna MT",1,1,0,0,777.75
"AA2805","Spnkz",0,"cs","Colonna MT",1,1,0,0,2388.97
"AA2805","Sinai",1,"w","Colonna MT",1,1,1,1,1713.3
"AA2805","Cahpa",0,"pw","Colonna MT",1,1,0,1,849.82
"AA2805","Dänen",1,"w","Colonna MT",1,1,1.230448921,0,1060.05
"AA2805","Glott",0,"pw","Colonna MT",1,1,0,1,1573.85
"AA2805","Mvzdv",0,"cs","Colonna MT",1,1,0,0,1499.11
"AA2805","Zatat",0,"pw","Colonna MT",1,1,0,1,913.58
"AA2805","Kstzt",0,"cs","Colonna MT",1,1,0,0,1650.04
"AA2805","Qskrr",0,"cs","Colonna MT",1,1,0,0,2131.74
"AA2805","Tifil",0,"pw","Colonna MT",1,1,0,1,986.06
"AA2805","Sudan",1,"w","Colonna MT",1,1,1.397940009,0,1191.12
"AA2805","Backe",1,"w","Colonna MT",1,1,1.72427587,0,1235.55
"AA2805","Organ",1,"w","Colonna MT",1,1,1.707570176,0,2190.37
"AA2805","Kakao",1,"w","Colonna MT",1,1,2.041392685,0,1762.95
"AA2805","Kästä",0,"cs","Colonna MT",1,1,0,0,1384.59
"AA2805","Vater",1,"w","Colonna MT",1,1,4.21861427,0,796.29
"AA2805","Nasen",1,"w","French Script MT",2,1,1.62324929,1,2272.02
"AA2805","Regel",1,"w","French Script MT",2,1,2.777426822,0,1033.32
"AA2805","Ödlor",0,"pw","French Script MT",2,1,0,1,1132.56
"AA2805","Grfmm",0,"cs","French Script MT",2,1,0,0,690.62
"AA2805","Pfgdm",0,"cs","French Script MT",2,1,0,1,1138.87
"AA2805","Laube",1,"w","French Script MT",2,1,1,1,552.99
"AA2805","Pltmn",0,"cs","French Script MT",2,1,0,1,943.19
"AA2805","Qvjlt",0,"cs","French Script MT",2,1,0,0,837.15
"AA2805","Ämter",1,"w","French Script MT",2,1,1.113943352,1,855.26
"AA2805","Menen",0,"pw","French Script MT",2,1,0,0,2304.76
"AA2805","Klage",1,"w","French Script MT",2,1,2.212187604,0,1656.99
"AA2805","Tdtds",0,"cs","French Script MT",2,1,0,0,1426.46
"AA2805","Getto",1,"w","French Script MT",2,1,1.079181246,1,2060.71
"AA2805","Spjtz",0,"cs","French Script MT",2,1,0,0,1519.13
"AA2805","Gonon",0,"pw","French Script MT",2,1,0,0,2381.86
"AA2805","Flegs",0,"pw","French Script MT",2,1,0,1,1866.62
"AA2805","Porno",1,"w","French Script MT",2,1,2,0,2125.3
"AA2805","Juden",1,"w","French Script MT",2,1,2.539076099,0,1379.7
"AA2805","Worte",1,"w","French Script MT",2,1,3.335658452,1,1608.84
"AA2805","Tücke",1,"w","French Script MT",2,1,0.903089987,0,1564.26
"AA2805","Pläne",1,"w","French Script MT",2,1,2.987666265,1,1737.35
"AA2805","Sofos",0,"pw","French Script MT",2,1,0,0,1879.08
"AA2805","Stött",0,"cs","French Script MT",2,1,0,0,2144.91
"AA2805","Essen",1,"w","French Script MT",2,1,3.736874362,1,1743.61
"AA2805","Blogs",1,"w","French Script MT",2,1,1.278753601,0,1286.05
"AA2805","Pause",1,"w","French Script MT",2,1,3.075546961,1,NA
"AA2805","Abtäs",0,"pw","French Script MT",2,1,0,0,1394.28
"AA2805","Löwen",1,"w","French Script MT",2,1,2.311753861,0,1837.3
"AA2805","Bluff",1,"w","French Script MT",2,1,1.86923172,0,2425
"AA2805","Staat",1,"w","French Script MT",2,1,2.780317312,1,2163.11
"AA2805","Frinz",0,"pw","French Script MT",2,1,0,1,1511.89
"AA2805","Heime",1,"w","French Script MT",2,1,1.041392685,0,1775.54
"AA2805","Kreuz",1,"w","Copperplate33bc",3,1,2.688419822,0,2013.99
"AA2805","Spott",1,"w","Copperplate33bc",3,1,1.633468456,1,1432.28
"AA2805","Hpckt",0,"cs","Copperplate33bc",3,1,0,0,1019.17
"AA2805","Wucht",1,"w","Copperplate33bc",3,1,1.716003344,0,973.42
"AA2805","Vokal",1,"w","Copperplate33bc",3,1,1,0,1116.04
"AA2805","Mvvsd",0,"cs","Copperplate33bc",3,1,0,0,763.07
"AA2805","Toton",0,"pw","Copperplate33bc",3,1,0,0,1079.53
"AA2805","Jemen",1,"w","Copperplate33bc",3,1,1.230448921,0,2841.54
"AA2805","Finte",1,"w","Copperplate33bc",3,1,1.230448921,0,1434.87
"AA2805","Nabal",0,"pw","Copperplate33bc",3,1,0,1,1190.64
"AA2805","Blama",0,"pw","Copperplate33bc",3,1,0,1,929.58
"AA2805","Meere",1,"w","Copperplate33bc",3,1,1.69019608,1,1465.83
"AA2805","Lundi",0,"pw","Copperplate33bc",3,1,0,0,1251.41
"AA2805","Engel",1,"w","Copperplate33bc",3,1,3.000867722,0,908.47
"AA2805","Rotor",1,"w","Copperplate33bc",3,1,1.322219295,0,1364.88
"AA2805","Maden",1,"w","Copperplate33bc",3,1,1.77815125,0,2137.85
"AA2805","Plllf",0,"cs","Copperplate33bc",3,1,0,0,903.65
"AA2805","Fouls",1,"w","Copperplate33bc",3,1,0.84509804,0,1446.8
"AA2805","Indiz",1,"w","Copperplate33bc",3,1,1.041392685,1,1265.2
"AA2805","Nlppt",0,"cs","Copperplate33bc",3,1,0,0,1034.42
"AA2805","Affen",1,"w","Copperplate33bc",3,1,2.894869657,0,2175.01
"AA2805","Klfpp",0,"cs","Copperplate33bc",3,1,0,1,1762.2
"AA2805","Funke",1,"w","Copperplate33bc",3,1,1.579783597,0,1000.76
"AA2805","Mckbr",0,"cs","Copperplate33bc",3,1,0,0,1244.49
"AA2805","Wimin",0,"pw","Copperplate33bc",3,1,0,1,NA
"AA2805","Salet",0,"pw","Copperplate33bc",3,1,0,0,3264.89
"AA2805","Batik",1,"w","Copperplate33bc",3,1,0.301029996,1,1706.79
"AA2805","Rktlt",0,"cs","Copperplate33bc",3,1,0,1,1969.08
"AA2805","Nstds",0,"cs","Copperplate33bc",3,1,0,0,791.55
"AA2805","Pater",1,"w","Copperplate33bc",3,1,2.551449998,0,914.8
"AA2805","Leder",1,"w","Copperplate33bc",3,1,2.11058971,1,1330.08
"AA2805","Cmmfs",0,"cs","Copperplate33bc",3,1,0,0,2546.04
"AA2805","Lefte",0,"pw","Arial",4,1,0,1,928.58
"AA2805","Norvo",0,"pw","Arial",4,1,0,0,1031.97
"AA2805","Dzzmn",0,"cs","Arial",4,1,0,0,1577.3
"AA2805","Delle",1,"w","Arial",4,1,1.278753601,0,2014.93
"AA2805","Milin",0,"pw","Arial",4,1,0,0,1969.76
"AA2805","Stcld",0,"cs","Arial",4,1,0,0,792.18
"AA2805","Flirt",1,"w","Arial",4,1,1.568201724,1,763.84
"AA2805","Solzo",0,"pw","Arial",4,1,0,1,2711.93
"AA2805","Zwack",0,"pw","Arial",4,1,0,0,NA
"AA2805","Firma",1,"w","Arial",4,1,3.334453751,0,1775.93
"AA2805","Texas",1,"w","Arial",4,1,2.808210973,1,1148.16
"AA2805","Kipft",0,"pw","Arial",4,1,0,1,1090.66
"AA2805","Reibe",1,"w","Arial",4,1,0.698970004,0,850.26
"AA2805","Sonde",1,"w","Arial",4,1,2.146128036,0,1117.62
"AA2805","Eifer",1,"w","Arial",4,1,1.755874856,0,1508.36
"AA2805","Zidim",0,"pw","Arial",4,1,0,0,883.54
"AA2805","Flert",0,"pw","Arial",4,1,0,1,789.16
"AA2805","Tiefe",1,"w","Arial",4,1,2.414973348,0,793.32
"AA2805","Likör",1,"w","Arial",4,1,1.414973348,1,1061.13
"AA2805","Rausu",0,"pw","Arial",4,1,0,0,1190.15
"AA2805","Prost",1,"w","Arial",4,1,2.625312451,1,1058.42
"AA2805","Linin",0,"pw","Arial",4,1,0,1,1036.01
"AA2805","Debüt",1,"w","Arial",4,1,1.568201724,0,718.77
"AA2805","Fröss",0,"cs","Arial",4,1,0,1,1254.2
"AA2805","Kasse",1,"w","Arial",4,1,2.387389826,0,679.71
"AA2805","Humus",1,"w","Arial",4,1,0.602059991,1,912.94
"AA2805","Ideen",1,"w","Arial",4,1,2.871572936,0,688.1
"AA2805","Hrmzr",0,"cs","Arial",4,1,0,0,688.17
"AA2805","Bloht",0,"pw","Arial",4,1,0,0,735.94
"AA2805","Dämon",1,"w","Arial",4,1,2.809559715,0,886.35
"AA2805","Dbhsr",0,"cs","Arial",4,1,0,0,774.94
"AA2805","Sätze",1,"w","Arial",4,1,2.178976947,0,986.91
"AA2805","König",1,"w","Informal Roman",5,1,3.448087667,0,863.83
"AA2805","Tafel",1,"w","Informal Roman",5,1,2.385606274,0,696.84
"AA2805","Bärte",1,"w","Informal Roman",5,1,1.380211242,0,736.97
"AA2805","Claps",0,"pw","Informal Roman",5,1,0,0,1031.63
"AA2805","Mtndn",0,"cs","Informal Roman",5,1,0,0,1617.83
"AA2805","Pfote",1,"w","Informal Roman",5,1,1.591064607,0,942.56
"AA2805","Qnggl",0,"cs","Informal Roman",5,1,0,0,1108.45
"AA2805","Duell",1,"w","Informal Roman",5,1,2.222716471,0,1644.2
"AA2805","Estar",0,"pw","Informal Roman",5,1,0,0,1854.02
"AA2805","Spert",0,"pw","Informal Roman",5,1,0,1,880.21
"AA2805","Quill",1,"w","Informal Roman",5,1,1.770852012,0,1568.66
"AA2805","Stäbe",1,"w","Informal Roman",5,1,1.278753601,0,933.58
"AA2805","Kehle",1,"w","Informal Roman",5,1,2.532754379,0,851.7
"AA2805","Stsls",0,"cs","Informal Roman",5,1,0,0,862.84
"AA2805","Seshe",0,"pw","Informal Roman",5,1,0,1,1345.02
"AA2805","Getem",0,"pw","Informal Roman",5,1,0,0,2430.33
"AA2805","Fugen",1,"w","Informal Roman",5,1,1.278753601,0,1049.09
"AA2805","Lüfte",1,"w","Informal Roman",5,1,1.672097858,0,948.29
"AA2805","Sxtyr",0,"cs","Informal Roman",5,1,0,0,912.65
"AA2805","Erdöl",1,"w","Informal Roman",5,1,1.079181246,0,1080.18
"AA2805","Dlbls",0,"cs","Informal Roman",5,1,0,0,762.32
"AA2805","Magma",1,"w","Informal Roman",5,1,1.176091259,1,1439.5
"AA2805","Zuhun",0,"pw","Informal Roman",5,1,0,1,906.44
"AA2805","Ärmel",1,"w","Informal Roman",5,1,2.217483944,0,753.4
"AA2805","Brief",1,"w","Informal Roman",5,1,3.186391216,0,1494.33
"AA2805","Magen",1,"w","Informal Roman",5,1,2.755112266,0,919.02
"AA2805","Fzhld",0,"cs","Informal Roman",5,1,0,0,718.4
"AA2805","Chlor",1,"w","Informal Roman",5,1,1.230448921,1,933.6
"AA2805","Mütze",1,"w","Informal Roman",5,1,2.33243846,0,708.51
"AA2805","Jngjr",0,"cs","Informal Roman",5,1,0,0,1244.6
"AA2805","Worbt",0,"pw","Informal Roman",5,1,0,1,1318.79
"AA2805","Quark",1,"w","Informal Roman",5,1,1.146128036,0,1012.35
"AA2805","Idils",0,"pw","Harlow Solid Italic",6,1,0,0,960.77
"AA2805","Schib",0,"pw","Harlow Solid Italic",6,1,0,1,1038.59
"AA2805","Scham",1,"w","Harlow Solid Italic",6,1,2.045322979,0,1183.23
"AA2805","Emgab",0,"pw","Harlow Solid Italic",6,1,0,0,1124.49
"AA2805","Pauke",1,"w","Harlow Solid Italic",6,1,0.903089987,1,2075.2
"AA2805","Felle",1,"w","Harlow Solid Italic",6,1,1.113943352,0,804.95
"AA2805","Dinar",1,"w","Harlow Solid Italic",6,1,1.041392685,1,3303.6
"AA2805","Vörnö",0,"cs","Harlow Solid Italic",6,1,0,0,2360.17
"AA2805","Devon",1,"w","Harlow Solid Italic",6,1,1.792391689,1,2853.97
"AA2805","Motte",1,"w","Harlow Solid Italic",6,1,1.84509804,0,710.86
"AA2805","Kilos",1,"w","Harlow Solid Italic",6,1,1.176091259,1,694.24
"AA2805","Ncbgt",0,"cs","Harlow Solid Italic",6,1,0,1,438.27
"AA2805","Kedes",0,"pw","Harlow Solid Italic",6,1,0,0,NA
"AA2805","Föten",1,"w","Harlow Solid Italic",6,1,1.113943352,1,1236.24
"AA2805","Banja",0,"pw","Harlow Solid Italic",6,1,0,0,750.48
"AA2805","Wehre",1,"w","Harlow Solid Italic",6,1,0.477121255,1,891.08
"AA2805","Frdkv",0,"cs","Harlow Solid Italic",6,1,0,0,1028.1
"AA2805","Gägän",0,"cs","Harlow Solid Italic",6,1,0,0,821.98
"AA2805","Stuck",1,"w","Harlow Solid Italic",6,1,1.505149978,1,761.06
"AA2805","Ernst",1,"w","Harlow Solid Italic",6,1,3.272769587,1,966.1
"AA2805","Pfili",0,"pw","Harlow Solid Italic",6,1,0,0,780.29
"AA2805","Hufus",0,"pw","Harlow Solid Italic",6,1,0,1,801.15
"AA2805","Wölfe",1,"w","Harlow Solid Italic",6,1,2.432969291,1,429.97
"AA2805","Honry",0,"pw","Harlow Solid Italic",6,1,0,1,768.6
"AA2805","Adria",1,"w","Harlow Solid Italic",6,1,2.149219113,0,548.98
"AA2805","Bruch",1,"w","Harlow Solid Italic",6,1,2.08278537,0,643.67
"AA2805","Sönör",0,"cs","Harlow Solid Italic",6,1,0,0,748.98
"AA2805","Qtmfn",0,"cs","Harlow Solid Italic",6,1,0,0,699.23
"AA2805","Sters",0,"pw","Harlow Solid Italic",6,1,0,1,755.33
"AA2805","Fcnkl",0,"cs","Harlow Solid Italic",6,1,0,0,704.76
"AA2805","Zvhlg",0,"cs","Harlow Solid Italic",6,1,0,0,752.22
"AA2805","Syrer",1,"w","Harlow Solid Italic",6,1,0.301029996,1,814.43
"AA2805","Veter",0,"pw","High Tower Text",7,1,0,1,609.88
"AA2805","Bauda",0,"pw","High Tower Text",7,1,0,1,916.55
"AA2805","Töckt",0,"cs","High Tower Text",7,1,0,1,957.71
"AA2805","Odalt",0,"pw","High Tower Text",7,1,0,1,634.36
"AA2805","Arman",0,"pw","High Tower Text",7,1,0,1,1068.7
"AA2805","Nonne",1,"w","High Tower Text",7,1,2.195899652,0,1254.33
"AA2805","Rntzt",0,"cs","High Tower Text",7,1,0,0,920.6
"AA2805","Lehre",1,"w","High Tower Text",7,1,2.127104798,0,782.17
"AA2805","Apfel",1,"w","High Tower Text",7,1,2.303196057,0,692.47
"AA2805","Pplbt",0,"cs","High Tower Text",7,1,0,0,1604.63
"AA2805","Barke",1,"w","High Tower Text",7,1,1.113943352,0,750.98
"AA2805","Wolke",1,"w","High Tower Text",7,1,2.250420002,0,622.01
"AA2805","Ragar",0,"pw","High Tower Text",7,1,0,1,848.29
"AA2805","Tanks",1,"w","High Tower Text",7,1,1.672097858,1,1385.87
"AA2805","Lende",1,"w","High Tower Text",7,1,0.301029996,0,678.83
"AA2805","Trotz",1,"w","High Tower Text",7,1,2.521138084,0,776.7
"AA2805","Sihni",0,"pw","High Tower Text",7,1,0,0,1596.88
"AA2805","Flöte",1,"w","High Tower Text",7,1,2.146128036,0,649.23
"AA2805","Samma",0,"pw","High Tower Text",7,1,0,0,1042.66
"AA2805","Osten",1,"w","High Tower Text",7,1,2.773054693,0,926.16
"AA2805","Falke",1,"w","High Tower Text",7,1,1.770852012,0,787.52
"AA2805","Krnns",0,"cs","High Tower Text",7,1,0,0,696.08
"AA2805","Beete",1,"w","High Tower Text",7,1,1.278753601,1,1337.2
"AA2805","Trepf",0,"pw","High Tower Text",7,1,0,1,742.54
"AA2805","Reize",1,"w","High Tower Text",7,1,1.531478917,0,2740.09
"AA2805","Wespe",1,"w","High Tower Text",7,1,1.633468456,0,NA
"AA2805","Smugs",0,"pw","High Tower Text",7,1,0,1,382.44
"AA2805","Zobel",1,"w","High Tower Text",7,1,0.301029996,0,NA
"AA2805","Krimi",1,"w","High Tower Text",7,1,1.531478917,0,NA
"AA2805","Reihe",1,"w","High Tower Text",7,1,3.007320953,0,667.57
"AA2805","Wirin",0,"pw","High Tower Text",7,1,0,0,867.85
"AA2805","Lsmst",0,"cs","High Tower Text",7,1,0,0,806.17
"AA2805","Iband",0,"pw","Britannic Bold",8,1,0,0,1665.5
"AA2805","Tapps",0,"pw","Britannic Bold",8,1,0,0,811.15
"AA2805","Seoul",1,"w","Britannic Bold",8,1,2.260071388,1,942.26
"AA2805","Chaot",1,"w","Britannic Bold",8,1,1.041392685,0,3948.89
"AA2805","Pegel",1,"w","Britannic Bold",8,1,1.079181246,0,795.38
"AA2805","Fshcg",0,"cs","Britannic Bold",8,1,0,0,2799.61
"AA2805","Feßen",0,"pw","Britannic Bold",8,1,0,1,1738.73
"AA2805","Atmen",1,"w","Britannic Bold",8,1,2.440909082,0,768.6
"AA2805","Zahan",0,"pw","Britannic Bold",8,1,0,0,NA
"AA2805","Fülle",1,"w","Britannic Bold",8,1,1.556302501,0,3134.74
"AA2805","Segtä",0,"pw","Britannic Bold",8,1,0,0,3309.78
"AA2805","Nebel",1,"w","Britannic Bold",8,1,2.53529412,1,661.73
"AA2805","Ekzem",1,"w","Britannic Bold",8,1,0.301029996,0,2951.96
"AA2805","Trsfb",0,"cs","Britannic Bold",8,1,0,1,1844.24
"AA2805","Tosto",0,"pw","Britannic Bold",8,1,0,1,1543.1
"AA2805","Jacht",1,"w","Britannic Bold",8,1,1.579783597,0,717.5
"AA2805","Kopie",1,"w","Britannic Bold",8,1,2.611723308,0,868.67
"AA2805","Zwerg",1,"w","Britannic Bold",8,1,2.374748346,0,925.44
"AA2805","Nöckö",0,"cs","Britannic Bold",8,1,0,0,787.87
"AA2805","Augen",1,"w","Britannic Bold",8,1,3.848558572,0,777.4
"AA2805","Waren",1,"w","Britannic Bold",8,1,2.984077034,0,678.02
"AA2805","Svllz",0,"cs","Britannic Bold",8,1,0,0,733.56
"AA2805","Zilti",0,"pw","Britannic Bold",8,1,0,0,966.22
"AA2805","Forum",1,"w","Britannic Bold",8,1,1.716003344,1,802.5
"AA2805","Hokon",0,"pw","Britannic Bold",8,1,0,0,918.67
"AA2805","Sünde",1,"w","Britannic Bold",8,1,2.598790507,0,799.03
"AA2805","Nylen",0,"pw","Britannic Bold",8,1,0,0,713.7
"AA2805","Bluse",1,"w","Britannic Bold",8,1,2.1430148,0,834.56
"AA2805","Todes",1,"w","Britannic Bold",8,1,2.654176542,1,980.41
"AA2805","Dekor",1,"w","Britannic Bold",8,1,0.954242509,1,1018.1
"AA2805","Röcke",1,"w","Britannic Bold",8,1,1.579783597,0,980.13
"AA2805","Srmfl",0,"cs","Britannic Bold",8,1,0,0,738.35
"AA2805","Noito",0,"pw","Agency FB",9,1,0,0,1479.27
"AA2805","Qmrtl",0,"cs","Agency FB",9,1,0,0,1161.59
"AA2805","Pelze",1,"w","Agency FB",9,1,1.462397998,1,1133.91
"AA2805","Kerbe",1,"w","Agency FB",9,1,1.278753601,0,853.7
"AA2805","Irrer",1,"w","Agency FB",9,1,2.184691431,1,1255.56
"AA2805","Möwön",0,"cs","Agency FB",9,1,0,0,833.13
"AA2805","Motor",1,"w","Agency FB",9,1,2.746634199,0,803.46
"AA2805","Plugu",0,"pw","Agency FB",9,1,0,0,1653.89
"AA2805","Spind",1,"w","Agency FB",9,1,2,1,983.3
"AA2805","Spilt",0,"pw","Agency FB",9,1,0,1,1357.2
"AA2805","Bürde",1,"w","Agency FB",9,1,1.806179974,0,1874.25
"AA2805","Lahna",0,"pw","Agency FB",9,1,0,0,1538.33
"AA2805","Erain",0,"pw","Agency FB",9,1,0,0,1216.52
"AA2805","Luxus",1,"w","Agency FB",9,1,2.173186268,0,916.12
"AA2805","Fnyfr",0,"cs","Agency FB",9,1,0,0,763.83
"AA2805","Plint",0,"pw","Agency FB",9,1,0,1,961.06
"AA2805","Tings",0,"pw","Agency FB",9,1,0,0,824.13
"AA2805","Salch",0,"pw","Agency FB",9,1,0,0,1441.7
"AA2805","Wisch",1,"w","Agency FB",9,1,1.892094603,0,955.62
"AA2805","Rrhmc",0,"cs","Agency FB",9,1,0,0,649.79
"AA2805","Klqgd",0,"cs","Agency FB",9,1,0,0,875.51
"AA2805","Sturt",0,"pw","Agency FB",9,1,0,0,772.71
"AA2805","Wuchs",1,"w","Agency FB",9,1,1.041392685,1,617.24
"AA2805","Jirir",0,"pw","Agency FB",9,1,0,0,741.47
"AA2805","Islam",1,"w","Agency FB",9,1,1.939519253,0,746.4
"AA2805","Jrgll",0,"cs","Agency FB",9,1,0,0,617.33
"AA2805","Frage",1,"w","Agency FB",9,1,3.741466762,0,725.18
"AA2805","Profo",0,"pw","Agency FB",9,1,0,1,1035.44
"AA2805","Heudu",0,"pw","Agency FB",9,1,0,0,1438.94
"AA2805","Grips",1,"w","Agency FB",9,1,1.653212514,0,1040.56
"AA2805","Dogma",1,"w","Agency FB",9,1,0.698970004,0,3898.5
"AA2805","Lrhnn",0,"cs","Agency FB",9,1,0,1,954.39
"AA2805","Icken",0,"pw","Comic Sans MS",10,1,0,0,2768.11
"AA2805","Ozäun",0,"pw","Comic Sans MS",10,1,0,0,3710.08
"AA2805","Dxxfh",0,"cs","Comic Sans MS",10,1,0,0,669.75
"AA2805","Ihnon",0,"pw","Comic Sans MS",10,1,0,0,934.01
"AA2805","Sicht",1,"w","Comic Sans MS",10,1,2.696356389,0,942.32
"AA2805","Xdgzr",0,"cs","Comic Sans MS",10,1,0,0,659.48
"AA2805","Noten",1,"w","Comic Sans MS",10,1,2.389166084,0,941.22
"AA2805","Eschu",0,"pw","Comic Sans MS",10,1,0,0,890.62
"AA2805","Moral",1,"w","Comic Sans MS",10,1,2.46834733,0,875.82
"AA2805","Whlzz",0,"cs","Comic Sans MS",10,1,0,0,635.98
"AA2805","Anker",1,"w","Comic Sans MS",10,1,2.056904851,0,872.09
"AA2805","Uhren",1,"w","Comic Sans MS",10,1,2.149219113,0,728.58
"AA2805","Buden",1,"w","Comic Sans MS",10,1,0.84509804,0,839.55
"AA2805","Döltö",0,"cs","Comic Sans MS",10,1,0,0,696.4
"AA2805","Story",1,"w","Comic Sans MS",10,1,2.958563883,0,768.93
"AA2805","Kippi",0,"pw","Comic Sans MS",10,1,0,0,797.63
"AA2805","Tdmrr",0,"cs","Comic Sans MS",10,1,0,0,1043.41
"AA2805","Gommo",0,"pw","Comic Sans MS",10,1,0,1,1237.21
"AA2805","Krlth",0,"cs","Comic Sans MS",10,1,0,0,694.44
"AA2805","Köhns",0,"cs","Comic Sans MS",10,1,0,1,1007.36
"AA2805","Hörer",1,"w","Comic Sans MS",10,1,2.167317335,0,1419.31
"AA2805","Sumpf",1,"w","Comic Sans MS",10,1,2.158362492,1,1789.17
"AA2805","Tqtkm",0,"cs","Comic Sans MS",10,1,0,0,882.24
"AA2805","Sande",1,"w","Comic Sans MS",10,1,0.84509804,0,937.53
"AA2805","Inder",1,"w","Comic Sans MS",10,1,1.959041392,1,1744.49
"AA2805","Rolle",1,"w","Comic Sans MS",10,1,3.354108439,0,766.8
"AA2805","Küsse",1,"w","Comic Sans MS",10,1,1.959041392,0,NA
"AA2805","Hahir",0,"pw","Comic Sans MS",10,1,0,0,884.93
"AA2805","Kröte",1,"w","Comic Sans MS",10,1,1.73239376,0,1236.27
"AA2805","Banda",0,"pw","Comic Sans MS",10,1,0,1,655.51
"AA2805","Rotte",1,"w","Comic Sans MS",10,1,0.477121255,0,616.67
"AA2805","Drrgr",0,"cs","Comic Sans MS",10,1,0,0,772.39
"AA2805","Etage",1,"w","Bernard MT Condensed",11,1,2.445604203,0,2160.59
"AA2805","Grobe",1,"w","Bernard MT Condensed",11,1,1.041392685,0,902.08
"AA2805","Mulde",1,"w","Bernard MT Condensed",11,1,0.84509804,0,1071.26
"AA2805","Prcms",0,"cs","Bernard MT Condensed",11,1,0,0,831.41
"AA2805","Aurer",0,"pw","Bernard MT Condensed",11,1,0,0,1233.93
"AA2805","Kapfa",0,"pw","Bernard MT Condensed",11,1,0,0,1828.69
"AA2805","Kzntn",0,"cs","Bernard MT Condensed",11,1,0,0,776.72
"AA2805","Kfrls",0,"cs","Bernard MT Condensed",11,1,0,0,836.71
"AA2805","Böhme",1,"w","Bernard MT Condensed",11,1,0.301029996,0,1174.96
"AA2805","Pnrns",0,"cs","Bernard MT Condensed",11,1,0,0,722.64
"AA2805","First",1,"w","Bernard MT Condensed",11,1,2.152288344,0,1923.17
"AA2805","Hüter",1,"w","Bernard MT Condensed",11,1,1.857332496,0,970.18
"AA2805","Jahre",1,"w","Bernard MT Condensed",11,1,3.943543977,0,790.81
"AA2805","Cents",1,"w","Bernard MT Condensed",11,1,2.184691431,1,1154.02
"AA2805","Wohrt",0,"pw","Bernard MT Condensed",11,1,0,1,1991.69
"AA2805","Lbmpb",0,"cs","Bernard MT Condensed",11,1,0,0,2476.46
"AA2805","Gören",1,"w","Bernard MT Condensed",11,1,1.531478917,0,NA
"AA2805","Eenen",0,"pw","Bernard MT Condensed",11,1,0,1,2214.31
"AA2805","Sodot",0,"pw","Bernard MT Condensed",11,1,0,1,913.07
"AA2805","Angel",1,"w","Bernard MT Condensed",11,1,2.604226053,0,681.43
"AA2805","Zbgtn",0,"cs","Bernard MT Condensed",11,1,0,0,769.17
"AA2805","Fluch",1,"w","Bernard MT Condensed",11,1,2.718501689,0,957.23
"AA2805","Svhns",0,"cs","Bernard MT Condensed",11,1,0,0,674.89
"AA2805","Viren",1,"w","Bernard MT Condensed",11,1,1.662757832,0,740.7
"AA2805","Plana",0,"pw","Bernard MT Condensed",11,1,0,1,801.52
"AA2805","Hunde",1,"w","Bernard MT Condensed",11,1,3.01911629,0,734.84
"AA2805","Bantu",1,"w","Bernard MT Condensed",11,1,0.698970004,1,2733.29
"AA2805","Laken",1,"w","Bernard MT Condensed",11,1,1.973127854,0,NA
"AA2805","Mzsnr",0,"cs","Bernard MT Condensed",11,1,0,0,NA
"AA2805","Zehen",1,"w","Bernard MT Condensed",11,1,2.322219295,0,797.67
"AA2805","Qdqdt",0,"cs","Bernard MT Condensed",11,1,0,0,1082.03
"AA2805","Junge",1,"w","Bernard MT Condensed",11,1,3.884795364,0,748.5
"AA2805","Tenzt",0,"pw","Papyrus",12,1,0,1,3144.83
"AA2805","Schor",0,"pw","Papyrus",12,1,0,0,3160.26
"AA2805","Komma",1,"w","Papyrus",12,1,2.008600172,0,2845.56
"AA2805","Wngst",0,"cs","Papyrus",12,1,0,1,1624.72
"AA2805","Pfahl",1,"w","Papyrus",12,1,1.755874856,1,314.42
"AA2805","Tante",1,"w","Papyrus",12,1,3.161966616,0,737.93
"AA2805","Witze",1,"w","Papyrus",12,1,3.132579848,0,1321.05
"AA2805","Starm",0,"pw","Papyrus",12,1,0,1,526.51
"AA2805","Zoten",1,"w","Papyrus",12,1,0.301029996,0,493.24
"AA2805","Lcfnc",0,"cs","Papyrus",12,1,0,1,326.44
