"vp","string","lex","group","font","block","session","freq","err","rt"
"FA1902","Inder",1,"w","Comic Sans MS",10,1,1.959041392,0,513.13
"FA1902","Rolle",1,"w","Comic Sans MS",10,1,3.354108439,0,768.22
"FA1902","Küsse",1,"w","Comic Sans MS",10,1,1.959041392,0,508.35
"FA1902","Hahir",0,"pw","Comic Sans MS",10,1,0,1,469.13
"FA1902","Kröte",1,"w","Comic Sans MS",10,1,1.73239376,1,1006.67
"FA1902","Banda",0,"pw","Comic Sans MS",10,1,0,1,697.19
"FA1902","Rotte",1,"w","Comic Sans MS",10,1,0.477121255,0,865.84
"FA1902","Drrgr",0,"cs","Comic Sans MS",10,1,0,0,587.7
"FA1902","Etage",1,"w","Bernard MT Condensed",11,1,2.445604203,0,807.95
"FA1902","Grobe",1,"w","Bernard MT Condensed",11,1,1.041392685,0,619.63
"FA1902","Mulde",1,"w","Bernard MT Condensed",11,1,0.84509804,0,964.73
"FA1902","Prcms",0,"cs","Bernard MT Condensed",11,1,0,0,642.99
"FA1902","Aurer",0,"pw","Bernard MT Condensed",11,1,0,1,749.04
"FA1902","Kapfa",0,"pw","Bernard MT Condensed",11,1,0,1,859.59
"FA1902","Kzntn",0,"cs","Bernard MT Condensed",11,1,0,0,556
"FA1902","Kfrls",0,"cs","Bernard MT Condensed",11,1,0,0,570.93
"FA1902","Böhme",1,"w","Bernard MT Condensed",11,1,0.301029996,0,879.66
"FA1902","Pnrns",0,"cs","Bernard MT Condensed",11,1,0,0,647.57
"FA1902","First",1,"w","Bernard MT Condensed",11,1,2.152288344,1,697.23
"FA1902","Hüter",1,"w","Bernard MT Condensed",11,1,1.857332496,1,873.39
"FA1902","Jahre",1,"w","Bernard MT Condensed",11,1,3.943543977,0,634.66
"FA1902","Cents",1,"w","Bernard MT Condensed",11,1,2.184691431,0,750.69
"FA1902","Wohrt",0,"pw","Bernard MT Condensed",11,1,0,1,1731.75
"FA1902","Lbmpb",0,"cs","Bernard MT Condensed",11,1,0,0,579.08
"FA1902","Gören",1,"w","Bernard MT Condensed",11,1,1.531478917,1,791.49
"FA1902","Eenen",0,"pw","Bernard MT Condensed",11,1,0,0,1203.48
"FA1902","Sodot",0,"pw","Bernard MT Condensed",11,1,0,0,832.09
"FA1902","Angel",1,"w","Bernard MT Condensed",11,1,2.604226053,0,610.61
"FA1902","Zbgtn",0,"cs","Bernard MT Condensed",11,1,0,0,612.53
"FA1902","Fluch",1,"w","Bernard MT Condensed",11,1,2.718501689,0,672.31
"FA1902","Svhns",0,"cs","Bernard MT Condensed",11,1,0,0,529.3
"FA1902","Viren",1,"w","Bernard MT Condensed",11,1,1.662757832,1,585.25
"FA1902","Plana",0,"pw","Bernard MT Condensed",11,1,0,0,797.13
"FA1902","Hunde",1,"w","Bernard MT Condensed",11,1,3.01911629,0,962.35
"FA1902","Bantu",1,"w","Bernard MT Condensed",11,1,0.698970004,1,718.43
"FA1902","Laken",1,"w","Bernard MT Condensed",11,1,1.973127854,0,702.33
"FA1902","Mzsnr",0,"cs","Bernard MT Condensed",11,1,0,0,1031.17
"FA1902","Zehen",1,"w","Bernard MT Condensed",11,1,2.322219295,0,1129.38
"FA1902","Qdqdt",0,"cs","Bernard MT Condensed",11,1,0,0,969.11
"FA1902","Junge",1,"w","Bernard MT Condensed",11,1,3.884795364,0,1276.48
"FA1902","Tenzt",0,"pw","Papyrus",12,1,0,0,869.47
"FA1902","Schor",0,"pw","Papyrus",12,1,0,0,614.92
"FA1902","Komma",1,"w","Papyrus",12,1,2.008600172,1,490.08
"FA1902","Wngst",0,"cs","Papyrus",12,1,0,0,554.24
"FA1902","Pfahl",1,"w","Papyrus",12,1,1.755874856,1,631.39
"FA1902","Tante",1,"w","Papyrus",12,1,3.161966616,0,706.25
"FA1902","Witze",1,"w","Papyrus",12,1,3.132579848,0,738.79
"FA1902","Starm",0,"pw","Papyrus",12,1,0,1,599.79
"FA1902","Zoten",1,"w","Papyrus",12,1,0.301029996,0,516.24
"FA1902","Lcfnc",0,"cs","Papyrus",12,1,0,0,NA
"FA1902","Astän",0,"pw","Papyrus",12,1,0,0,3801.56
"FA1902","Späße",1,"w","Papyrus",12,1,1.278753601,1,1004.63
"FA1902","Rohöl",1,"w","Papyrus",12,1,0.903089987,1,1004.63
"FA1902","Tatal",0,"pw","Papyrus",12,1,0,0,1004.63
"FA1902","Bands",1,"w","Papyrus",12,1,1.681241237,0,NA
"FA1902","Pbstm",0,"cs","Papyrus",12,1,0,0,548.16
"FA1902","Vemps",0,"pw","Papyrus",12,1,0,0,674
"FA1902","Warte",1,"w","Papyrus",12,1,3.877428941,0,722.48
"FA1902","Sdldc",0,"cs","Papyrus",12,1,0,0,552.39
"FA1902","Rpssh",0,"cs","Papyrus",12,1,0,0,487.47
"FA1902","Hgbgn",0,"cs","Papyrus",12,1,0,0,869.82
"FA1902","Dzvrr",0,"cs","Papyrus",12,1,0,0,456.33
"FA1902","Gisti",0,"pw","Papyrus",12,1,0,1,624.9
"FA1902","Asien",1,"w","Papyrus",12,1,2.045322979,1,411.13
"FA1902","Tvthn",0,"cs","Papyrus",12,1,0,0,519.17
"FA1902","Phsth",0,"cs","Papyrus",12,1,0,0,446.3
"FA1902","Anzug",1,"w","Papyrus",12,1,2.948412966,0,689.04
"FA1902","Griff",1,"w","Papyrus",12,1,2.754348336,0,617.02
"FA1902","Hurku",0,"pw","Papyrus",12,1,0,0,1003.4
"FA1902","Lauch",1,"w","Papyrus",12,1,1.113943352,0,872.04
"FA1902","Bljts",0,"cs","Papyrus",12,1,0,0,504.2
"FA1902","Aktie",1,"w","Papyrus",12,1,1.322219295,1,655.87
"FA1902","Zuber",1,"w","Poor Richard",13,1,0.477121255,0,625.15
"FA1902","Diech",0,"pw","Poor Richard",13,1,0,1,716.22
"FA1902","Töten",1,"w","Poor Richard",13,1,2.62838893,0,660
"FA1902","Lasso",1,"w","Poor Richard",13,1,1.278753601,0,1044.67
"FA1902","Weuns",0,"pw","Poor Richard",13,1,0,0,630.86
"FA1902","Säbel",1,"w","Poor Richard",13,1,1.643452676,1,730.45
"FA1902","Lcftc",0,"cs","Poor Richard",13,1,0,1,1671.81
"FA1902","Ozean",1,"w","Poor Richard",13,1,2.371067862,0,546.03
"FA1902","Tatze",1,"w","Poor Richard",13,1,0.301029996,1,944.23
"FA1902","Kmgml",0,"cs","Poor Richard",13,1,0,0,525.56
"FA1902","Lltst",0,"cs","Poor Richard",13,1,0,0,548.3
"FA1902","Tdntr",0,"cs","Poor Richard",13,1,0,0,497.79
"FA1902","Photo",1,"w","Poor Richard",13,1,1.968482949,0,553.71
"FA1902","Untat",1,"w","Poor Richard",13,1,1,1,608.04
"FA1902","Mcndc",0,"cs","Poor Richard",13,1,0,0,668.18
"FA1902","Gabel",1,"w","Poor Richard",13,1,2.064457989,0,925.14
"FA1902","Hatar",0,"pw","Poor Richard",13,1,0,1,1002.7
"FA1902","Feige",1,"w","Poor Richard",13,1,1.301029996,0,759.32
"FA1902","Fldfl",0,"cs","Poor Richard",13,1,0,0,541.27
"FA1902","Pfptb",0,"cs","Poor Richard",13,1,0,0,491.53
"FA1902","Spqlt",0,"cs","Poor Richard",13,1,0,0,450.07
"FA1902","Epfel",0,"pw","Poor Richard",13,1,0,0,443.91
"FA1902","Order",1,"w","Poor Richard",13,1,1.763427994,0,614.52
"FA1902","Lpftr",0,"cs","Poor Richard",13,1,0,1,474.74
"FA1902","Deven",0,"pw","Poor Richard",13,1,0,1,690.87
"FA1902","Trehe",0,"pw","Poor Richard",13,1,0,0,898.87
"FA1902","Thmrs",0,"cs","Poor Richard",13,1,0,0,530.86
"FA1902","Tippi",0,"pw","Poor Richard",13,1,0,0,481.41
"FA1902","Bücke",1,"w","Poor Richard",13,1,0.77815125,0,659.76
"FA1902","Silbe",1,"w","Poor Richard",13,1,1.397940009,0,844.81
"FA1902","Gztzm",0,"cs","Poor Richard",13,1,0,0,813.67
"FA1902","Nabel",1,"w","Poor Richard",13,1,1.361727836,0,585.34
"FA1902","Tpsrs",0,"cs","Chicago",14,1,0,0,799.81
"FA1902","Mqmgn",0,"cs","Chicago",14,1,0,0,539.78
"FA1902","Larve",1,"w","Chicago",14,1,1.113943352,1,793.57
"FA1902","Werte",1,"w","Chicago",14,1,2.469822016,0,668.98
"FA1902","Kldbd",0,"cs","Chicago",14,1,0,0,510.32
"FA1902","Mbprp",0,"cs","Chicago",14,1,0,0,597.5
"FA1902","Grall",0,"pw","Chicago",14,1,0,0,650
"FA1902","Wernt",0,"pw","Chicago",14,1,0,1,676.8
"FA1902","Frqck",0,"cs","Chicago",14,1,0,0,701.11
"FA1902","Armöt",0,"pw","Chicago",14,1,0,0,709.72
"FA1902","Frühe",1,"w","Chicago",14,1,1.380211242,0,741.12
"FA1902","Oppig",0,"pw","Chicago",14,1,0,0,635
"FA1902","Trpxm",0,"cs","Chicago",14,1,0,0,541.98
"FA1902","Wcrzq",0,"cs","Chicago",14,1,0,0,556.44
"FA1902","Fllms",0,"cs","Chicago",14,1,0,0,728.54
"FA1902","Stall",1,"w","Chicago",14,1,2.167317335,0,776.36
"FA1902","Dljng",0,"cs","Chicago",14,1,0,0,652.17
"FA1902","Huhör",0,"pw","Chicago",14,1,0,0,821.47
"FA1902","Euter",1,"w","Chicago",14,1,1.041392685,1,1121.17
"FA1902","Wurst",1,"w","Chicago",14,1,2.086359831,0,911.09
"FA1902","Mafia",1,"w","Chicago",14,1,2.456366033,0,639.29
"FA1902","Dmmkr",0,"cs","Chicago",14,1,0,0,616.58
"FA1902","Motol",0,"pw","Chicago",14,1,0,0,1221.6
"FA1902","Kinos",1,"w","Chicago",14,1,1.69019608,0,616.38
"FA1902","Motel",1,"w","Chicago",14,1,2.531478917,0,652.07
"FA1902","Crjnc",0,"cs","Chicago",14,1,0,0,612.63
"FA1902","Sturz",1,"w","Chicago",14,1,2.187520721,0,1009.09
"FA1902","Senke",1,"w","Chicago",14,1,1.113943352,0,931.88
"FA1902","Dlhnl",0,"cs","Chicago",14,1,0,0,450.37
"FA1902","Elend",1,"w","Chicago",14,1,2.260071388,1,749.27
"FA1902","Bvrnx",0,"cs","Chicago",14,1,0,0,539.48
"FA1902","Grahf",0,"pw","Chicago",14,1,0,0,NA
"FA1902","Entok",0,"pw","Brush Script MT",15,1,0,0,959.6
"FA1902","Figur",1,"w","Brush Script MT",15,1,3.024485668,1,429.76
"FA1902","Krims",0,"pw","Brush Script MT",15,1,0,1,647.26
"FA1902","Fregt",0,"pw","Brush Script MT",15,1,0,0,770.11
"FA1902","Mumus",0,"pw","Brush Script MT",15,1,0,0,1054.36
"FA1902","Creme",1,"w","Brush Script MT",15,1,1.62324929,0,617.03
"FA1902","Spion",1,"w","Brush Script MT",15,1,2.609594409,0,604.74
"FA1902","Lobto",0,"pw","Brush Script MT",15,1,0,0,799.24
"FA1902","Diebe",1,"w","Brush Script MT",15,1,2.495544338,1,722.41
"FA1902","Krant",0,"pw","Brush Script MT",15,1,0,1,706.52
"FA1902","Öktie",0,"pw","Brush Script MT",15,1,0,0,1048.72
"FA1902","Hitze",1,"w","Brush Script MT",15,1,2.602059991,1,642.86
"FA1902","Lyrpk",0,"cs","Brush Script MT",15,1,0,0,837
"FA1902","Gotin",1,"w","Brush Script MT",15,1,0.301029996,1,863.35
"FA1902","Münze",1,"w","Brush Script MT",15,1,2.416640507,0,985.99
"FA1902","Hobon",0,"pw","Brush Script MT",15,1,0,1,620.73
"FA1902","Klaue",1,"w","Brush Script MT",15,1,1.556302501,0,655.8
"FA1902","Adern",1,"w","Brush Script MT",15,1,2.029383778,0,921.65
"FA1902","Zucht",1,"w","Brush Script MT",15,1,1.414973348,0,1135.88
"FA1902","Allas",0,"pw","Brush Script MT",15,1,0,1,1135.88
"FA1902","Prlxy",0,"cs","Brush Script MT",15,1,0,1,1135.88
"FA1902","Stirn",1,"w","Brush Script MT",15,1,2.462397998,0,1135.88
"FA1902","Geäst",1,"w","Brush Script MT",15,1,0.84509804,0,1135.88
"FA1902","Fanda",0,"pw","Brush Script MT",15,1,0,1,1053.54
"FA1902","Meter",1,"w","Brush Script MT",15,1,3.07809415,0,678.8
"FA1902","Fnrmt",0,"cs","Brush Script MT",15,1,0,0,NA
"FA1902","Dürre",1,"w","Brush Script MT",15,1,1.72427587,1,802.92
"FA1902","Mocko",0,"pw","Brush Script MT",15,1,0,0,1119.03
"FA1902","Geste",1,"w","Brush Script MT",15,1,2.225309282,1,686.97
"FA1902","Diele",1,"w","Brush Script MT",15,1,1.041392685,0,597.96
"FA1902","Toigo",0,"pw","Brush Script MT",15,1,0,1,618.31
"FA1902","Owögö",0,"pw","Brush Script MT",15,1,0,0,606.45
"FA1902","Virus",1,"w","Juice ITC",16,1,3.029789471,0,626.38
"FA1902","Chefs",1,"w","Juice ITC",16,1,1.963787827,0,596.74
"FA1902","Alibi",1,"w","Juice ITC",16,1,2.311753861,0,641.35
"FA1902","Morgo",0,"pw","Juice ITC",16,1,0,0,626.58
"FA1902","Nazis",1,"w","Juice ITC",16,1,2.193124598,0,580.77
"FA1902","Fette",1,"w","Juice ITC",16,1,1.785329835,0,786.66
"FA1902","Stern",1,"w","Juice ITC",16,1,2.726727209,0,655.04
"FA1902","Ggcht",0,"cs","Juice ITC",16,1,0,0,520.24
"FA1902","Perkt",0,"pw","Juice ITC",16,1,0,0,661.68
"FA1902","Gelee",1,"w","Juice ITC",16,1,1.579783597,0,632.99
"FA1902","Sonko",0,"pw","Juice ITC",16,1,0,1,739.13
"FA1902","Ebene",1,"w","Juice ITC",16,1,2.588831726,0,632.92
"FA1902","Whhgp",0,"cs","Juice ITC",16,1,0,0,548.1
"FA1902","Flöße",1,"w","Juice ITC",16,1,0.602059991,1,641.16
"FA1902","Walöl",1,"w","Juice ITC",16,1,0.602059991,1,651.34
"FA1902","Weste",1,"w","Juice ITC",16,1,2.276461804,0,702.89
"FA1902","Kacha",0,"pw","Juice ITC",16,1,0,1,669.94
"FA1902","Kunst",1,"w","Juice ITC",16,1,2.850646235,0,614.43
"FA1902","Frsst",0,"cs","Juice ITC",16,1,0,0,592.93
"FA1902","Rinde",1,"w","Juice ITC",16,1,1.361727836,1,749.06
"FA1902","Syrmr",0,"cs","Juice ITC",16,1,0,0,571.15
"FA1902","Dsckz",0,"cs","Juice ITC",16,1,0,0,576.33
"FA1902","Zwöck",0,"cs","Juice ITC",16,1,0,1,669.61
"FA1902","Stlfn",0,"cs","Juice ITC",16,1,0,0,525.53
"FA1902","Meile",1,"w","Juice ITC",16,1,2.336459734,0,645.43
"FA1902","Ginzi",0,"pw","Juice ITC",16,1,0,1,639.08
"FA1902","Feder",1,"w","Juice ITC",16,1,2.498310554,0,554.02
"FA1902","Dachs",1,"w","Juice ITC",16,1,1.301029996,0,759.69
"FA1902","Kvrls",0,"cs","Juice ITC",16,1,0,0,516.49
"FA1902","Logen",1,"w","Juice ITC",16,1,0.84509804,0,755.44
"FA1902","Grjtj",0,"cs","Juice ITC",16,1,0,0,560.34
"FA1902","Listi",0,"pw","Juice ITC",16,1,0,0,1079.58
"FA1902","Jhrln",0,"cs","Engravers MT",17,1,0,0,599.69
"FA1902","Wackt",0,"pw","Engravers MT",17,1,0,0,707.67
"FA1902","Macht",1,"w","Engravers MT",17,1,3.760422483,0,731.51
"FA1902","Nrffr",0,"cs","Engravers MT",17,1,0,0,546.14
"FA1902","Küste",1,"w","Engravers MT",17,1,2.552668216,0,608.22
"FA1902","Hpcks",0,"cs","Engravers MT",17,1,0,0,515.23
"FA1902","Gäule",1,"w","Engravers MT",17,1,0.954242509,1,1323.32
"FA1902","Säule",1,"w","Engravers MT",17,1,1.591064607,0,953.35
"FA1902","Näher",1,"w","Engravers MT",17,1,2.123851641,0,680.01
"FA1902","Moped",1,"w","Engravers MT",17,1,1.462397998,1,624.2
"FA1902","Kleck",0,"pw","Engravers MT",17,1,0,1,834.56
"FA1902","Wartu",0,"pw","Engravers MT",17,1,0,0,597.99
"FA1902","Mails",1,"w","Engravers MT",17,1,1.51851394,0,617.98
"FA1902","Dogmo",0,"pw","Engravers MT",17,1,0,0,605.82
"FA1902","Segel",1,"w","Engravers MT",17,1,2.037426498,1,823.93
"FA1902","Rippe",1,"w","Engravers MT",17,1,1.643452676,0,539.31
"FA1902","Brust",1,"w","Engravers MT",17,1,2.863917377,0,745.8
"FA1902","Hhmtd",0,"cs","Engravers MT",17,1,0,0,543.45
"FA1902","Sulun",0,"pw","Engravers MT",17,1,0,0,733.98
"FA1902","Prdfr",0,"cs","Engravers MT",17,1,0,0,556.79
"FA1902","Cover",1,"w","Engravers MT",17,1,1.832508913,0,577.48
"FA1902","Nockt",0,"pw","Engravers MT",17,1,0,1,655.29
"FA1902","Hxfms",0,"cs","Engravers MT",17,1,0,0,663.93
"FA1902","Irnta",0,"pw","Engravers MT",17,1,0,0,546.2
"FA1902","Sohbt",0,"pw","Engravers MT",17,1,0,0,464.55
"FA1902","Serie",1,"w","Engravers MT",17,1,3.034628457,0,800.87
"FA1902","Knauf",1,"w","Engravers MT",17,1,0.301029996,1,494.27
"FA1902","Wrllr",0,"cs","Engravers MT",17,1,0,0,646.08
"FA1902","Lxhnt",0,"cs","Engravers MT",17,1,0,0,512.17
"FA1902","Fongt",0,"pw","Engravers MT",17,1,0,0,535.67
"FA1902","Nmtdn",0,"cs","Engravers MT",17,1,0,0,469.39
"FA1902","Kubul",0,"pw","Engravers MT",17,1,0,0,407.02
"FA1902","Stieg",1,"w","Baskerville Old Face",18,1,0.84509804,0,722.96
"FA1902","Patin",1,"w","Baskerville Old Face",18,1,0.477121255,0,848.81
"FA1902","Zügel",1,"w","Baskerville Old Face",18,1,1.785329835,1,755.72
"FA1902","Witzi",0,"pw","Baskerville Old Face",18,1,0,0,568.96
"FA1902","Paten",1,"w","Baskerville Old Face",18,1,1.544068044,0,1174.54
"FA1902","Brktp",0,"cs","Baskerville Old Face",18,1,0,0,506.24
"FA1902","Pfbhl",0,"cs","Baskerville Old Face",18,1,0,0,466.49
"FA1902","Ethik",1,"w","Baskerville Old Face",18,1,1.62324929,0,739.05
"FA1902","Srlnt",0,"cs","Baskerville Old Face",18,1,0,0,554.38
"FA1902","Sorge",1,"w","Baskerville Old Face",18,1,3.580012113,0,807.35
"FA1902","Tpkth",0,"cs","Baskerville Old Face",18,1,0,0,618.58
"FA1902","Garta",0,"pw","Baskerville Old Face",18,1,0,0,1045.49
"FA1902","Zanga",0,"pw","Baskerville Old Face",18,1,0,0,647.64
"FA1902","Wrack",1,"w","Baskerville Old Face",18,1,2.260071388,0,658.02
"FA1902","Rzdjr",0,"cs","Baskerville Old Face",18,1,0,0,579.39
"FA1902","Ginis",0,"pw","Baskerville Old Face",18,1,0,0,431.91
"FA1902","Mrmcs",0,"cs","Baskerville Old Face",18,1,0,0,506.74
"FA1902","Harem",1,"w","Baskerville Old Face",18,1,1.414973348,1,515.17
"FA1902","Truhe",1,"w","Baskerville Old Face",18,1,2.096910013,1,450.7
"FA1902","Roman",1,"w","Baskerville Old Face",18,1,2.575187845,0,429.26
"FA1902","Truff",0,"pw","Baskerville Old Face",18,1,0,1,631.57
"FA1902","Beben",1,"w","Baskerville Old Face",18,1,1.919078092,1,666.19
"FA1902","Gfcßc",0,"cs","Baskerville Old Face",18,1,0,0,483.28
"FA1902","Wvnkt",0,"cs","Baskerville Old Face",18,1,0,0,619.95
"FA1902","Groll",1,"w","Baskerville Old Face",18,1,1.944482672,1,406.48
"FA1902","Acker",1,"w","Baskerville Old Face",18,1,1.568201724,0,666.55
"FA1902","Flfvd",0,"cs","Baskerville Old Face",18,1,0,0,556.05
"FA1902","Garbe",1,"w","Baskerville Old Face",18,1,0.301029996,0,592.98
"FA1902","Rugby",1,"w","Baskerville Old Face",18,1,1.230448921,0,589.46
"FA1902","Drrch",0,"cs","Baskerville Old Face",18,1,0,0,601.93
"FA1902","Sgpdr",0,"cs","Baskerville Old Face",18,1,0,0,477.21
"FA1902","Riffe",1,"w","Baskerville Old Face",18,1,0.903089987,1,687.26
"FA1902","Tibet",1,"w","Felix Titling",19,1,1.973127854,0,606.07
"FA1902","Jxdrs",0,"cs","Felix Titling",19,1,0,0,570.53
"FA1902","Felge",1,"w","Felix Titling",19,1,0.698970004,0,991.23
"FA1902","Kette",1,"w","Felix Titling",19,1,2.669316881,0,827.02
"FA1902","Zebre",0,"pw","Felix Titling",19,1,0,1,726.24
"FA1902","Rhrzs",0,"cs","Felix Titling",19,1,0,0,580.93
"FA1902","Trieb",1,"w","Felix Titling",19,1,1.447158031,1,897.56
"FA1902","Rente",1,"w","Felix Titling",19,1,2.276461804,0,560.58
"FA1902","Krdnt",0,"cs","Felix Titling",19,1,0,0,518.59
"FA1902","Tutor",1,"w","Felix Titling",19,1,1,0,541.58
"FA1902","Hilin",0,"pw","Felix Titling",19,1,0,0,708.09
"FA1902","Deves",0,"pw","Felix Titling",19,1,0,1,675.07
"FA1902","Humor",1,"w","Felix Titling",19,1,2.6599162,0,572.68
"FA1902","Lihst",0,"pw","Felix Titling",19,1,0,0,537.78
"FA1902","Saula",0,"pw","Felix Titling",19,1,0,0,839.42
"FA1902","Rauha",0,"pw","Felix Titling",19,1,0,0,569.95
"FA1902","Zyste",1,"w","Felix Titling",19,1,1.230448921,1,614.23
"FA1902","Tlttm",0,"cs","Felix Titling",19,1,0,0,506.28
"FA1902","Söhgs",0,"cs","Felix Titling",19,1,0,0,514.25
"FA1902","Büste",1,"w","Felix Titling",19,1,1.361727836,0,649.76
"FA1902","Faser",1,"w","Felix Titling",19,1,1.301029996,0,667.36
"FA1902","Walle",1,"w","Felix Titling",19,1,0.301029996,0,611.94
"FA1902","Mtslm",0,"cs","Felix Titling",19,1,0,0,599.66
"FA1902","Spkhn",0,"cs","Felix Titling",19,1,0,0,523.25
"FA1902","Fotto",0,"pw","Felix Titling",19,1,0,1,690.48
"FA1902","Menüs",1,"w","Felix Titling",19,1,1.146128036,1,498.47
"FA1902","Grlnr",0,"cs","Felix Titling",19,1,0,0,522.54
"FA1902","Crêpe",1,"w","Felix Titling",19,1,0.477121255,0,673.5
"FA1902","Rüben",1,"w","Felix Titling",19,1,1.380211242,0,586.91
"FA1902","Hurtu",0,"pw","Felix Titling",19,1,0,0,591.48
"FA1902","Trkll",0,"cs","Felix Titling",19,1,0,0,506.37
"FA1902","Rnvmt",0,"cs","Felix Titling",19,1,0,0,545.47
"FA1902","Gsglb",0,"cs","Mona Lisa Recut",20,1,0,0,504.17
"FA1902","Mixer",1,"w","Mona Lisa Recut",20,1,1.51851394,0,728.04
"FA1902","Witin",0,"pw","Mona Lisa Recut",20,1,0,0,558.21
"FA1902","Fgzns",0,"cs","Mona Lisa Recut",20,1,0,0,525.01
"FA1902","Mmbnm",0,"cs","Mona Lisa Recut",20,1,0,0,475.42
"FA1902","Ruffu",0,"pw","Mona Lisa Recut",20,1,0,0,819.44
"FA1902","Lippe",1,"w","Mona Lisa Recut",20,1,1.924279286,0,672.05
"FA1902","Fröhö",0,"cs","Mona Lisa Recut",20,1,0,1,680.49
"FA1902","Knips",1,"w","Mona Lisa Recut",20,1,0.698970004,0,689.18
"FA1902","Tiger",1,"w","Mona Lisa Recut",20,1,2.641474111,0,616.36
"FA1902","Roton",0,"pw","Mona Lisa Recut",20,1,0,0,NA
"FA1902","Trmnx",0,"cs","Mona Lisa Recut",20,1,0,0,537.35
"FA1902","Nehgt",0,"pw","Mona Lisa Recut",20,1,0,0,575.11
"FA1902","Falle",1,"w","Mona Lisa Recut",20,1,3.018700499,0,1628.53
"FA1902","Krvtn",0,"cs","Mona Lisa Recut",20,1,0,0,672.06
"FA1902","Kepfe",0,"pw","Mona Lisa Recut",20,1,0,0,512.36
"FA1902","Trege",0,"pw","Mona Lisa Recut",20,1,0,0,664.49
"FA1902","Köche",1,"w","Mona Lisa Recut",20,1,1.653212514,0,616.34
"FA1902","Hahft",0,"pw","Mona Lisa Recut",20,1,0,0,620.88
"FA1902","Boxer",1,"w","Mona Lisa Recut",20,1,2.29666519,0,566.61
"FA1902","Irnst",0,"pw","Mona Lisa Recut",20,1,0,0,659.8
"FA1902","Börse",1,"w","Mona Lisa Recut",20,1,2.025305865,0,558.75
"FA1902","Dildo",1,"w","Mona Lisa Recut",20,1,1.602059991,0,610.68
"FA1902","Rille",1,"w","Mona Lisa Recut",20,1,0.477121255,1,718.18
"FA1902","Bauts",0,"pw","Mona Lisa Recut",20,1,0,0,533.67
"FA1902","Sturm",1,"w","Mona Lisa Recut",20,1,2.746634199,0,884.65
"FA1902","Notar",1,"w","Mona Lisa Recut",20,1,1.176091259,0,726.04
"FA1902","Qffqn",0,"cs","Mona Lisa Recut",20,1,0,0,548.18
"FA1902","Flshb",0,"cs","Mona Lisa Recut",20,1,0,0,546.47
"FA1902","Pffpn",0,"cs","Mona Lisa Recut",20,1,0,0,409.18
"FA1902","Furie",1,"w","Mona Lisa Recut",20,1,1.079181246,1,557.21
"FA1902","Wogon",0,"pw","Mona Lisa Recut",20,1,0,1,625.48
"FA1902","Liste",1,"w","Kristen ITC",21,1,3.435525851,0,533.68
"FA1902","Faune",1,"w","Kristen ITC",21,1,0.301029996,0,530.98
"FA1902","Hende",0,"pw","Kristen ITC",21,1,0,1,713.68
"FA1902","Srßgm",0,"cs","Kristen ITC",21,1,0,0,521.04
"FA1902","Ndhmr",0,"cs","Kristen ITC",21,1,0,0,655.66
"FA1902","Psalm",1,"w","Kristen ITC",21,1,1.146128036,1,481.98
"FA1902","Kinti",0,"pw","Kristen ITC",21,1,0,0,755.38
"FA1902","Stsrn",0,"cs","Kristen ITC",21,1,0,0,487.9
"FA1902","Rassa",0,"pw","Kristen ITC",21,1,0,0,616.12
"FA1902","Wiese",1,"w","Kristen ITC",21,1,1.84509804,0,643.46
"FA1902","Piano",1,"w","Kristen ITC",21,1,1.681241237,0,581.59
"FA1902","Tabus",1,"w","Kristen ITC",21,1,0.954242509,1,827.59
"FA1902","Bogen",1,"w","Kristen ITC",21,1,2.274157849,0,574.4
"FA1902","Krahz",0,"pw","Kristen ITC",21,1,0,0,969.98
"FA1902","Hvrts",0,"cs","Kristen ITC",21,1,0,0,550.44
"FA1902","Spnkt",0,"cs","Kristen ITC",21,1,0,0,493.94
"FA1902","Krntj",0,"cs","Kristen ITC",21,1,0,0,469
"FA1902","Teddy",1,"w","Kristen ITC",21,1,2.511883361,0,661.9
"FA1902","Eiche",1,"w","Kristen ITC",21,1,1.698970004,1,670.85
"FA1902","Judun",0,"pw","Kristen ITC",21,1,0,0,681.2
"FA1902","Krgtc",0,"cs","Kristen ITC",21,1,0,0,448.22
"FA1902","Drink",1,"w","Kristen ITC",21,1,3.057285644,0,602.28
"FA1902","Thpjs",0,"cs","Kristen ITC",21,1,0,0,1320.24
"FA1902","Tusch",1,"w","Kristen ITC",21,1,0.903089987,0,901.35
"FA1902","Pllhn",0,"cs","Kristen ITC",21,1,0,0,855.24
"FA1902","Dffnp",0,"cs","Kristen ITC",21,1,0,0,519.07
"FA1902","Polyp",1,"w","Kristen ITC",21,1,1.041392685,1,504.23
"FA1902","Reusu",0,"pw","Kristen ITC",21,1,0,0,591.08
"FA1902","Farda",0,"pw","Kristen ITC",21,1,0,0,818.44
"FA1902","Revue",1,"w","Kristen ITC",21,1,1.113943352,0,654.07
"FA1902","Bllsd",0,"cs","Kristen ITC",21,1,0,0,520.46
"FA1902","Stöfö",0,"cs","Kristen ITC",21,1,0,0,591.58
"FA1902","Szlzt",0,"cs","Book Antiqua",22,1,0,0,587.26
"FA1902","Raupi",0,"pw","Book Antiqua",22,1,0,0,799
"FA1902","Mkdcn",0,"cs","Book Antiqua",22,1,0,0,497.96
"FA1902","Vasen",1,"w","Book Antiqua",22,1,1.342422681,0,714.63
